"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
75,0.710670861228862,0.2,"TC",13.5317593452471
70,0.770782671433673,0.2,"TC",12.2362017582615
105,0.35,0.2,"TC",23.9752230711036
100,0.41011181020481,0.2,"TC",18.1000996582255
95,0.470223620409621,0.2,"TC",20.2295233047069
90,0.530335430614431,0.2,"TC",19.6227151656533
85,0.590447240819241,0.2,"TC",16.6197011041826
80,0.650559051024052,0.2,"TC",17.6209266484143
75,0.710670861228862,0.2,"TC",19.7084362867705
70,0.770782671433673,0.2,"TC",21.3970601153881
105,0.35,0.2,"TC",23.28554392873
100,0.41011181020481,0.2,"TC",19.5511008859798
95,0.470223620409621,0.2,"TC",15.8688387322876
90,0.530335430614431,0.2,"TC",19.7135669012043
85,0.590447240819241,0.2,"TC",19.6329408795834
80,0.650559051024052,0.2,"TC",18.4246724414446
75,0.710670861228862,0.2,"TC",16.2480989599641
70,0.770782671433673,0.2,"TC",15.441123809987
105,0.35,0.2,"TC",25.6818792513047
100,0.41011181020481,0.2,"TC",18.4240739431144
95,0.470223620409621,0.2,"TC",20.1565162289836
90,0.530335430614431,0.2,"TC",18.9116986251762
85,0.590447240819241,0.2,"TC",17.1944779857901
80,0.650559051024052,0.2,"TC",15.9064805746709
75,0.710670861228862,0.2,"TC",12.1018529048464
70,0.770782671433673,0.2,"TC",17.6918421839903
105,0.35,0.2,"TC",21.1696401228047
100,0.41011181020481,0.2,"TC",17.9829145881803
95,0.470223620409621,0.2,"TC",18.6759856391275
90,0.530335430614431,0.2,"TC",16.5073099857101
85,0.590447240819241,0.2,"TC",10.5091778402173
80,0.650559051024052,0.2,"TC",17.7858052693278
75,0.710670861228862,0.2,"TC",10.1409545514061
70,0.770782671433673,0.2,"TC",19.26422733265
105,0.35,0.2,"TC",20.1612872402355
100,0.41011181020481,0.2,"TC",20.6397037614162
95,0.470223620409621,0.2,"TC",19.5324717517269
90,0.530335430614431,0.2,"TC",11.9123373787877
85,0.590447240819241,0.2,"TC",21.6670876469476
80,0.650559051024052,0.2,"TC",4.35587797260312
75,0.710670861228862,0.2,"TC",14.4819128511332
70,0.770782671433673,0.2,"TC",18.5406688692737
105,0.35,0.2,"TC",28.0887269592022
100,0.41011181020481,0.2,"TC",19.7444162900328
95,0.470223620409621,0.2,"TC",20.7177264340823
90,0.530335430614431,0.2,"TC",19.1983214785321
85,0.590447240819241,0.2,"TC",16.642781891334
80,0.650559051024052,0.2,"TC",17.9150669209373
75,0.710670861228862,0.2,"TC",20.9018776266886
70,0.770782671433673,0.2,"TC",19.0558337452665
105,0.35,0.2,"TC",22.2139638816248
100,0.41011181020481,0.2,"TC",19.9118610908597
95,0.470223620409621,0.2,"TC",20.217170840225
90,0.530335430614431,0.2,"TC",13.4091799319118
85,0.590447240819241,0.2,"TC",22.816520901254
80,0.650559051024052,0.2,"TC",21.2249842267523
75,0.710670861228862,0.2,"TC",14.3346839929105
70,0.770782671433673,0.2,"TC",17.9458889412828
105,0.35,0.2,"TC",17.7088994491971
100,0.41011181020481,0.2,"TC",23.8882511370351
95,0.470223620409621,0.2,"TC",28.3186252645846
90,0.530335430614431,0.2,"TC",23.0970147505035
85,0.590447240819241,0.2,"TC",11.2057494101649
80,0.650559051024052,0.2,"TC",18.7453778625586
75,0.710670861228862,0.2,"TC",13.1205480418707
70,0.770782671433673,0.2,"TC",16.9217414537553
105,0.35,0.2,"TC",25.6519651055146
100,0.41011181020481,0.2,"TC",12.7636736198722
95,0.470223620409621,0.2,"TC",23.9591369508039
90,0.530335430614431,0.2,"TC",17.9672655062564
85,0.590447240819241,0.2,"TC",15.8282645557552
80,0.650559051024052,0.2,"TC",10.3765328957559
75,0.710670861228862,0.2,"TC",13.6711953028013
70,0.770782671433673,0.2,"TC",22.827959564825
105,0.35,0.2,"TC",22.0294375165399
100,0.41011181020481,0.2,"TC",24.2305941162807
95,0.470223620409621,0.2,"TC",20.3798634172812
90,0.530335430614431,0.2,"TC",18.3968321346099
85,0.590447240819241,0.2,"TC",19.1103023827527
80,0.650559051024052,0.2,"TC",23.9498032147074
75,0.710670861228862,0.2,"TC",10.1949130350783
70,0.770782671433673,0.2,"TC",11.9022742570323
105,0.35,0.2,"TC",20.467987701839
100,0.41011181020481,0.2,"TC",21.7271451712846
95,0.470223620409621,0.2,"TC",23.6242074544669
90,0.530335430614431,0.2,"TC",12.410240236837
85,0.590447240819241,0.2,"TC",10.6355080485574
80,0.650559051024052,0.2,"TC",15.5809567268775
75,0.710670861228862,0.2,"TC",14.2492082071235
70,0.770782671433673,0.2,"TC",18.4696463180164
105,0.35,0.2,"TC",21.3557266335745
100,0.41011181020481,0.2,"TC",23.7612226658553
95,0.470223620409621,0.2,"TC",23.6826535337086
90,0.530335430614431,0.2,"TC",22.4456067791401
85,0.590447240819241,0.2,"TC",13.6196418343051
80,0.650559051024052,0.2,"TC",16.7262433122053
75,0.710670861228862,0.2,"TC",16.3345770912359
70,0.770782671433673,0.2,"TC",16.9889106055478
105,0.35,0.2,"TC",19.8839147180358
100,0.41011181020481,0.2,"TC",22.6582927956438
95,0.470223620409621,0.2,"TC",18.8344105449249
90,0.530335430614431,0.2,"TC",22.9810709315418
85,0.590447240819241,0.2,"TC",19.2835845015166
80,0.650559051024052,0.2,"TC",14.6561447251299
75,0.710670861228862,0.2,"TC",15.442057279869
70,0.770782671433673,0.2,"TC",20.014192734575
105,0.35,0.2,"TC",23.5206261420114
100,0.41011181020481,0.2,"TC",17.4904380887317
95,0.470223620409621,0.2,"TC",16.953323318056
90,0.530335430614431,0.2,"TC",16.9295085690189
85,0.590447240819241,0.2,"TC",22.2882670484213
80,0.650559051024052,0.2,"TC",14.7672518366682
75,0.710670861228862,0.2,"TC",13.189506864958
70,0.770782671433673,0.2,"TC",12.3232384380139
105,0.35,0.2,"TC",20.5783918967473
100,0.41011181020481,0.2,"TC",15.7546583579336
95,0.470223620409621,0.2,"TC",21.8676109646924
90,0.530335430614431,0.2,"TC",20.1762889193875
85,0.590447240819241,0.2,"TC",18.2586645572264
80,0.650559051024052,0.2,"TC",15.5037830503978
75,0.710670861228862,0.2,"TC",12.2832393178908
70,0.770782671433673,0.2,"TC",17.9343830873996
105,0.35,0.2,"TC",23.7305519957359
100,0.41011181020481,0.2,"TC",20.535088858223
95,0.470223620409621,0.2,"TC",21.9995214858529
90,0.530335430614431,0.2,"TC",17.8568121704951
85,0.590447240819241,0.2,"TC",17.0130144980383
80,0.650559051024052,0.2,"TC",14.7401913907647
75,0.710670861228862,0.2,"TC",14.7181605223447
70,0.770782671433673,0.2,"TC",15.3455461158949
105,0.35,0.2,"TC",30.9699800849459
100,0.41011181020481,0.2,"TC",27.8492578366391
95,0.470223620409621,0.2,"TC",20.2328640255704
90,0.530335430614431,0.2,"TC",21.5570998625846
85,0.590447240819241,0.2,"TC",23.8130771890734
80,0.650559051024052,0.2,"TC",18.241604764211
75,0.710670861228862,0.2,"TC",14.7093894955676
70,0.770782671433673,0.2,"TC",18.8817748529655
105,0.35,0.2,"TC",22.7033656970385
100,0.41011181020481,0.2,"TC",21.5849348897322
95,0.470223620409621,0.2,"TC",17.0778610509618
90,0.530335430614431,0.2,"TC",19.4372637875065
85,0.590447240819241,0.2,"TC",19.3721924212253
80,0.650559051024052,0.2,"TC",11.7651267418147
75,0.710670861228862,0.2,"TC",15.610748396578
70,0.770782671433673,0.2,"TC",18.7907555211029
105,0.35,0.2,"TC",21.7956223467427
100,0.41011181020481,0.2,"TC",24.5542513530338
95,0.470223620409621,0.2,"TC",21.6600175252777
90,0.530335430614431,0.2,"TC",18.1180997693665
85,0.590447240819241,0.2,"TC",17.8773591042297
80,0.650559051024052,0.2,"TC",15.4058545076553
75,0.710670861228862,0.2,"TC",11.9884361255066
70,0.770782671433673,0.2,"TC",16.093011122377
105,0.35,0.2,"TC",24.9201429997578
100,0.41011181020481,0.2,"TC",25.3331550725171
95,0.470223620409621,0.2,"TC",27.5525009601074
90,0.530335430614431,0.2,"TC",17.9161389932859
85,0.590447240819241,0.2,"TC",20.9044364102177
80,0.650559051024052,0.2,"TC",14.4951296067163
75,0.710670861228862,0.2,"TC",13.3776796495123
70,0.770782671433673,0.2,"TC",20.2315553087215
105,0.35,0.2,"TC",20.4253393771817
100,0.41011181020481,0.2,"TC",21.5158498963113
95,0.470223620409621,0.2,"TC",20.8016003611469
90,0.530335430614431,0.2,"TC",15.359892780576
85,0.590447240819241,0.2,"TC",11.7162231006298
80,0.650559051024052,0.2,"TC",16.9207768371544
75,0.710670861228862,0.2,"TC",15.6881571215327
70,0.770782671433673,0.2,"TC",12.1843385612478
105,0.35,0.2,"TC",18.6564937253474
100,0.41011181020481,0.2,"TC",22.176865479865
95,0.470223620409621,0.2,"TC",22.1596042579473
90,0.530335430614431,0.2,"TC",17.9870303280643
85,0.590447240819241,0.2,"TC",21.3418664540639
80,0.650559051024052,0.2,"TC",21.6036592236644
75,0.710670861228862,0.2,"TC",16.4919881477326
70,0.770782671433673,0.2,"TC",16.7577797382791
105,0.35,0.2,"TC",17.3681699332857
100,0.41011181020481,0.2,"TC",24.8779381581125
95,0.470223620409621,0.2,"TC",18.1049082919056
90,0.530335430614431,0.2,"TC",19.084944788927
85,0.590447240819241,0.2,"TC",16.639569654144
80,0.650559051024052,0.2,"TC",17.1757445628492
75,0.710670861228862,0.2,"TC",13.1498725274762
70,0.770782671433673,0.2,"TC",17.1802713604161
105,0.35,0.2,"TC",19.186137080852
100,0.41011181020481,0.2,"TC",13.5487548970929
95,0.470223620409621,0.2,"TC",22.0325283323546
90,0.530335430614431,0.2,"TC",17.381715398825
85,0.590447240819241,0.2,"TC",15.8802309064112
80,0.650559051024052,0.2,"TC",15.8398405226994
75,0.710670861228862,0.2,"TC",19.2341738341509
70,0.770782671433673,0.2,"TC",20.6153374196165
105,0.35,0.2,"TC",23.0328132030997
100,0.41011181020481,0.2,"TC",20.7190539036883
95,0.470223620409621,0.2,"TC",29.2063309826044
90,0.530335430614431,0.2,"TC",21.4164492519072
85,0.590447240819241,0.2,"TC",14.4426495702094
80,0.650559051024052,0.2,"TC",17.7096678526302
75,0.710670861228862,0.2,"TC",13.152385372475
70,0.770782671433673,0.2,"TC",23.5406450976145
105,0.35,0.2,"TC",22.6784140522727
100,0.41011181020481,0.2,"TC",22.1832623593157
95,0.470223620409621,0.2,"TC",20.3332097281141
90,0.530335430614431,0.2,"TC",14.4006790092122
85,0.590447240819241,0.2,"TC",18.8569546784023
80,0.650559051024052,0.2,"TC",16.8900770969009
75,0.710670861228862,0.2,"TC",13.357555848806
70,0.770782671433673,0.2,"TC",20.1555576115936
105,0.35,0.2,"TC",18.1767604532821
100,0.41011181020481,0.2,"TC",24.0955039706612
95,0.470223620409621,0.2,"TC",21.9780492653787
90,0.530335430614431,0.2,"TC",20.0818644904311
85,0.590447240819241,0.2,"TC",17.4099272404727
80,0.650559051024052,0.2,"TC",13.9409425048172
75,0.710670861228862,0.2,"TC",9.22531010165882
70,0.770782671433673,0.2,"TC",15.9026658287509
105,0.35,0.2,"TC",22.1334356308836
100,0.41011181020481,0.2,"TC",22.293406150768
95,0.470223620409621,0.2,"TC",18.7916875558036
90,0.530335430614431,0.2,"TC",19.9203788653056
85,0.590447240819241,0.2,"TC",21.8803587371261
80,0.650559051024052,0.2,"TC",18.0442253817005
75,0.710670861228862,0.2,"TC",14.5510601136189
70,0.770782671433673,0.2,"TC",15.2847201687609
105,0.35,0.2,"TC",18.8781763003808
100,0.41011181020481,0.2,"TC",20.4036080451528
95,0.470223620409621,0.2,"TC",16.7622792866274
90,0.530335430614431,0.2,"TC",20.3985821398
85,0.590447240819241,0.2,"TC",15.4191975392563
80,0.650559051024052,0.2,"TC",14.2759168576413
75,0.710670861228862,0.2,"TC",9.69062403114985
70,0.770782671433673,0.2,"TC",19.6200806051318
105,0.35,0.2,"TC",23.7857001190213
100,0.41011181020481,0.2,"TC",22.7925764950292
95,0.470223620409621,0.2,"TC",20.9691319233203
90,0.530335430614431,0.2,"TC",17.5123426907071
85,0.590447240819241,0.2,"TC",21.0893877408039
80,0.650559051024052,0.2,"TC",17.9852014339638
75,0.710670861228862,0.2,"TC",14.8849270630684
70,0.770782671433673,0.2,"TC",14.215496137594
105,0.35,0.2,"TC",15.9752594786678
100,0.41011181020481,0.2,"TC",24.1031105004191
95,0.470223620409621,0.2,"TC",16.2721869948203
90,0.530335430614431,0.2,"TC",17.657314185927
85,0.590447240819241,0.2,"TC",21.9048946606884
80,0.650559051024052,0.2,"TC",20.0037845433682
75,0.710670861228862,0.2,"TC",13.3308696302694
70,0.770782671433673,0.2,"TC",18.6029357821856
105,0.35,0.2,"TC",19.1642198969483
100,0.41011181020481,0.2,"TC",22.7829753719871
95,0.470223620409621,0.2,"TC",19.5508405497322
90,0.530335430614431,0.2,"TC",21.7003719909626
85,0.590447240819241,0.2,"TC",14.1092975429655
80,0.650559051024052,0.2,"TC",15.2272510921783
75,0.710670861228862,0.2,"TC",16.2891578866905
70,0.770782671433673,0.2,"TC",16.2764912273333
105,0.35,0.2,"TC",26.4256274683984
100,0.41011181020481,0.2,"TC",23.4675116498727
95,0.470223620409621,0.2,"TC",26.0065225139105
90,0.530335430614431,0.2,"TC",15.4219775721225
85,0.590447240819241,0.2,"TC",22.215768971833
80,0.650559051024052,0.2,"TC",19.9121763969247
75,0.710670861228862,0.2,"TC",18.6870567249009
70,0.770782671433673,0.2,"TC",17.798438468433
105,0.35,0.2,"TC",26.9046022373486
100,0.41011181020481,0.2,"TC",22.9049341331934
95,0.470223620409621,0.2,"TC",22.1481999521823
90,0.530335430614431,0.2,"TC",21.7642938787417
85,0.590447240819241,0.2,"TC",26.2671871691376
80,0.650559051024052,0.2,"TC",13.549856074443
75,0.710670861228862,0.2,"TC",17.0477375159242
70,0.770782671433673,0.2,"TC",16.7560963556473
105,0.35,0.2,"TC",14.788582061787
100,0.41011181020481,0.2,"TC",22.9855925507811
95,0.470223620409621,0.2,"TC",24.4594619540547
90,0.530335430614431,0.2,"TC",19.9054453217157
85,0.590447240819241,0.2,"TC",16.9351613863133
80,0.650559051024052,0.2,"TC",13.9479718876183
75,0.710670861228862,0.2,"TC",11.3379762031863
70,0.770782671433673,0.2,"TC",17.7573173996193
105,0.35,0.2,"TC",22.7009826917289
100,0.41011181020481,0.2,"TC",27.1348981040762
95,0.470223620409621,0.2,"TC",18.7515490901028
90,0.530335430614431,0.2,"TC",15.7544032103258
85,0.590447240819241,0.2,"TC",18.555847249703
80,0.650559051024052,0.2,"TC",18.0065070707842
75,0.710670861228862,0.2,"TC",14.8112246827761
70,0.770782671433673,0.2,"TC",19.659751756504
105,0.35,0.2,"TC",21.9355445754979
100,0.41011181020481,0.2,"TC",24.9409222902626
95,0.470223620409621,0.2,"TC",17.1236692249785
90,0.530335430614431,0.2,"TC",20.8636566946929
85,0.590447240819241,0.2,"TC",18.6488407021984
80,0.650559051024052,0.2,"TC",21.1124252999461
75,0.710670861228862,0.2,"TC",12.1815994355045
70,0.770782671433673,0.2,"TC",17.0891414812785
105,0.35,0.2,"TC",29.2030985413251
100,0.41011181020481,0.2,"TC",20.3419138390319
95,0.470223620409621,0.2,"TC",19.6716110982332
90,0.530335430614431,0.2,"TC",13.811250861859
85,0.590447240819241,0.2,"TC",19.1157323585132
80,0.650559051024052,0.2,"TC",15.0331651956673
75,0.710670861228862,0.2,"TC",17.6138313077891
70,0.770782671433673,0.2,"TC",18.3995422143662
105,0.35,0.2,"TC",28.7320561505005
100,0.41011181020481,0.2,"TC",23.7127816873355
95,0.470223620409621,0.2,"TC",23.4363413642424
90,0.530335430614431,0.2,"TC",16.5814489070534
85,0.590447240819241,0.2,"TC",12.0988754268015
80,0.650559051024052,0.2,"TC",13.6090626739298
75,0.710670861228862,0.2,"TC",13.2239898685996
70,0.770782671433673,0.2,"TC",14.2996631598301
105,0.35,0.2,"TC",22.4197386559647
100,0.41011181020481,0.2,"TC",19.5617134211392
95,0.470223620409621,0.2,"TC",23.7059232090086
90,0.530335430614431,0.2,"TC",18.9667787431216
85,0.590447240819241,0.2,"TC",19.9884334110507
80,0.650559051024052,0.2,"TC",15.8459620637435
75,0.710670861228862,0.2,"TC",12.9621896308602
70,0.770782671433673,0.2,"TC",17.9052074051467
105,0.35,0.2,"TC",23.1741236629773
100,0.41011181020481,0.2,"TC",23.0491203621562
95,0.470223620409621,0.2,"TC",22.2225354092091
90,0.530335430614431,0.2,"TC",23.5517494314647
85,0.590447240819241,0.2,"TC",19.1830467853925
80,0.650559051024052,0.2,"TC",20.6431552799108
75,0.710670861228862,0.2,"TC",12.4271218133889
70,0.770782671433673,0.2,"TC",14.8850175309612
105,0.35,0.2,"TC",25.6535292776784
100,0.41011181020481,0.2,"TC",27.4722724101615
95,0.470223620409621,0.2,"TC",25.164065537443
90,0.530335430614431,0.2,"TC",19.741965759565
85,0.590447240819241,0.2,"TC",18.428295706017
80,0.650559051024052,0.2,"TC",15.9328757047764
75,0.710670861228862,0.2,"TC",17.6464778338072
70,0.770782671433673,0.2,"TC",16.654310913515
105,0.35,0.2,"TC",22.9397574896482
100,0.41011181020481,0.2,"TC",27.2448436414982
95,0.470223620409621,0.2,"TC",24.3925389013019
90,0.530335430614431,0.2,"TC",15.8125424454375
85,0.590447240819241,0.2,"TC",23.5099112437423
80,0.650559051024052,0.2,"TC",11.9969758017113
75,0.710670861228862,0.2,"TC",14.8744717342775
70,0.770782671433673,0.2,"TC",17.6326441248125
105,0.35,0.2,"TC",12.0380770346444
100,0.41011181020481,0.2,"TC",26.6711125327716
95,0.470223620409621,0.2,"TC",20.9533147309139
90,0.530335430614431,0.2,"TC",18.7892134682281
85,0.590447240819241,0.2,"TC",18.8176790210792
80,0.650559051024052,0.2,"TC",17.4082495031329
75,0.710670861228862,0.2,"TC",17.967203114229
70,0.770782671433673,0.2,"TC",18.2805286566053
105,0.35,0.2,"TC",21.4585005113183
100,0.41011181020481,0.2,"TC",24.3973049225294
95,0.470223620409621,0.2,"TC",20.1514341358741
90,0.530335430614431,0.2,"TC",17.97842055646
85,0.590447240819241,0.2,"TC",20.077290302508
80,0.650559051024052,0.2,"TC",13.4463788051423
75,0.710670861228862,0.2,"TC",13.9904673127934
70,0.770782671433673,0.2,"TC",14.9473747557765
105,0.35,0.2,"TC",21.7652786694504
100,0.41011181020481,0.2,"TC",22.705196013486
95,0.470223620409621,0.2,"TC",22.7143496108984
90,0.530335430614431,0.2,"TC",24.5547368844467
85,0.590447240819241,0.2,"TC",19.6345867745344
80,0.650559051024052,0.2,"TC",13.7525865879999
75,0.710670861228862,0.2,"TC",18.6198371752079
70,0.770782671433673,0.2,"TC",15.7763980709969
105,0.35,0.2,"TC",21.0354787524111
100,0.41011181020481,0.2,"TC",16.9912741681763
95,0.470223620409621,0.2,"TC",24.2003593130984
90,0.530335430614431,0.2,"TC",17.6934577026087
85,0.590447240819241,0.2,"TC",19.0594104494223
80,0.650559051024052,0.2,"TC",13.7110267101348
75,0.710670861228862,0.2,"TC",13.2232244244262
70,0.770782671433673,0.2,"TC",15.8412041991271
105,0.35,0.2,"TC",21.2199970905645
100,0.41011181020481,0.2,"TC",20.383321217007
95,0.470223620409621,0.2,"TC",18.494487087391
90,0.530335430614431,0.2,"TC",20.7603170985256
85,0.590447240819241,0.2,"TC",13.7738549178446
80,0.650559051024052,0.2,"TC",8.61678688647379
75,0.710670861228862,0.2,"TC",12.3788329726006
70,0.770782671433673,0.2,"TC",18.9066182797945
105,0.35,0.2,"TC",24.5409095643463
100,0.41011181020481,0.2,"TC",23.8635862786692
95,0.470223620409621,0.2,"TC",19.486588915258
90,0.530335430614431,0.2,"TC",22.1370514546579
85,0.590447240819241,0.2,"TC",15.4719379232291
80,0.650559051024052,0.2,"TC",16.2943912945366
75,0.710670861228862,0.2,"TC",19.4354151615626
70,0.770782671433673,0.2,"TC",18.1240019634011
105,0.35,0.2,"TC",22.1185661618027
100,0.41011181020481,0.2,"TC",20.2093148283589
95,0.470223620409621,0.2,"TC",23.086681294261
90,0.530335430614431,0.2,"TC",21.0533745978763
85,0.590447240819241,0.2,"TC",16.7744324400728
80,0.650559051024052,0.2,"TC",17.1296921366951
75,0.710670861228862,0.2,"TC",10.4453448032812
70,0.770782671433673,0.2,"TC",12.0607999656464
105,0.35,0.2,"TC",24.1197457794586
100,0.41011181020481,0.2,"TC",20.6611108840947
95,0.470223620409621,0.2,"TC",20.1419188967435
90,0.530335430614431,0.2,"TC",18.3900638362517
85,0.590447240819241,0.2,"TC",19.6557482131295
80,0.650559051024052,0.2,"TC",15.2460905582749
75,0.710670861228862,0.2,"TC",18.7531046469513
70,0.770782671433673,0.2,"TC",15.8327169379535
105,0.35,0.2,"TC",19.0718513451521
100,0.41011181020481,0.2,"TC",19.7962860682002
95,0.470223620409621,0.2,"TC",19.4061042203648
90,0.530335430614431,0.2,"TC",25.9727541120018
85,0.590447240819241,0.2,"TC",16.1311522943391
80,0.650559051024052,0.2,"TC",15.1594797967719
75,0.710670861228862,0.2,"TC",15.3944183923075
70,0.770782671433673,0.2,"TC",18.5406166132435
105,0.35,0.2,"TC",19.1090604600094
100,0.41011181020481,0.2,"TC",24.0533891185803
95,0.470223620409621,0.2,"TC",19.1555554120271
90,0.530335430614431,0.2,"TC",15.1712609014386
85,0.590447240819241,0.2,"TC",19.8718936857223
80,0.650559051024052,0.2,"TC",10.0140032070123
75,0.710670861228862,0.2,"TC",13.0185596024029
70,0.770782671433673,0.2,"TC",20.2310905346848
105,0.35,0.2,"TC",23.934430804822
100,0.41011181020481,0.2,"TC",25.1315752705674
95,0.470223620409621,0.2,"TC",22.925221740687
90,0.530335430614431,0.2,"TC",16.0535296358926
85,0.590447240819241,0.2,"TC",17.3806561755928
80,0.650559051024052,0.2,"TC",11.733037404727
75,0.710670861228862,0.2,"TC",12.0774716241275
70,0.770782671433673,0.2,"TC",17.3667803884798
105,0.35,0.2,"TC",22.6569612657464
100,0.41011181020481,0.2,"TC",23.8657197874714
95,0.470223620409621,0.2,"TC",26.1701482552184
90,0.530335430614431,0.2,"TC",14.9766948976758
85,0.590447240819241,0.2,"TC",19.5429434626992
80,0.650559051024052,0.2,"TC",21.7603259781462
75,0.710670861228862,0.2,"TC",16.9195622969933
70,0.770782671433673,0.2,"TC",21.62203147515
105,0.35,0.2,"TC",21.4343868350696
100,0.41011181020481,0.2,"TC",18.1889664515172
95,0.470223620409621,0.2,"TC",17.2383795673283
90,0.530335430614431,0.2,"TC",29.2065800654173
85,0.590447240819241,0.2,"TC",18.5444136084687
80,0.650559051024052,0.2,"TC",14.3911360325872
75,0.710670861228862,0.2,"TC",12.8660862661499
70,0.770782671433673,0.2,"TC",17.6138128562582
105,0.35,0.2,"TC",20.3825185082835
100,0.41011181020481,0.2,"TC",21.3143744525408
95,0.470223620409621,0.2,"TC",18.5841464382573
90,0.530335430614431,0.2,"TC",21.3802252218265
85,0.590447240819241,0.2,"TC",17.2562332443881
80,0.650559051024052,0.2,"TC",11.1201166766834
75,0.710670861228862,0.2,"TC",13.8904858492085
70,0.770782671433673,0.2,"TC",21.0261695077024
105,0.35,0.2,"TC",23.4780114618146
100,0.41011181020481,0.2,"TC",24.3339436847639
95,0.470223620409621,0.2,"TC",21.9781730726767
90,0.530335430614431,0.2,"TC",26.7677533905166
85,0.590447240819241,0.2,"TC",17.8249954584129
80,0.650559051024052,0.2,"TC",15.5475522526144
75,0.710670861228862,0.2,"TC",17.1951825519478
70,0.770782671433673,0.2,"TC",14.82046838422
105,0.35,0.2,"TC",23.3499260976898
100,0.41011181020481,0.2,"TC",21.7107474854627
95,0.470223620409621,0.2,"TC",22.7202722906281
90,0.530335430614431,0.2,"TC",18.8576820616909
85,0.590447240819241,0.2,"TC",23.1218634253995
80,0.650559051024052,0.2,"TC",22.7251646973502
75,0.710670861228862,0.2,"TC",16.9332660349913
70,0.770782671433673,0.2,"TC",21.5934452277251
105,0.35,0.2,"TC",19.7388350515536
100,0.41011181020481,0.2,"TC",19.3674637598918
95,0.470223620409621,0.2,"TC",21.6445603729503
90,0.530335430614431,0.2,"TC",20.0243070120782
85,0.590447240819241,0.2,"TC",16.5734353691222
80,0.650559051024052,0.2,"TC",16.8733437339853
75,0.710670861228862,0.2,"TC",15.239652683032
70,0.770782671433673,0.2,"TC",14.9239956450538
105,0.35,0.2,"TC",17.3629200131368
100,0.41011181020481,0.2,"TC",26.1997835918469
95,0.470223620409621,0.2,"TC",20.1654945378119
90,0.530335430614431,0.2,"TC",21.6063784901475
