"Prev.Length","Prev.Size","Tile.Size","Top.Row","Browse.Time"
105,0.35,0.2,"TC",18.8143356093332
90,0.2,0.2,"TC",17.4991455384662
120,0.2,0.2,"TC",22.1659764502475
90,0.5,0.2,"TC",18.3117435136054
120,0.5,0.2,"TC",15.6539207971337
105,0.35,0.2,"TC",20.9764793779104
90,0.2,0.2,"TC",21.4722618538697
120,0.2,0.2,"TC",18.9587647635889
90,0.5,0.2,"TC",21.2975074325587
120,0.5,0.2,"TC",25.7120844158064
105,0.35,0.2,"TC",23.7985725390452
90,0.2,0.2,"TC",21.8798618515394
120,0.2,0.2,"TC",18.6913488121932
90,0.5,0.2,"TC",19.6118835714888
120,0.5,0.2,"TC",23.8159583121185
105,0.35,0.2,"TC",24.8636604291313
90,0.2,0.2,"TC",19.2633730511195
120,0.2,0.2,"TC",19.1644877741447
90,0.5,0.2,"TC",22.3024913226075
120,0.5,0.2,"TC",21.2273463507185
105,0.35,0.2,"TC",22.7916863364079
90,0.2,0.2,"TC",21.4014416681458
120,0.2,0.2,"TC",22.6385856643413
90,0.5,0.2,"TC",24.0587826660731
120,0.5,0.2,"TC",20.8315939311203
105,0.35,0.2,"TC",15.2910611482232
90,0.2,0.2,"TC",19.008106651234
120,0.2,0.2,"TC",26.2588197310261
90,0.5,0.2,"TC",20.512443422762
120,0.5,0.2,"TC",21.4139632493271
105,0.35,0.2,"TC",22.50741203907
90,0.2,0.2,"TC",26.1552113172162
120,0.2,0.2,"TC",24.2759610468378
90,0.5,0.2,"TC",19.7068748802399
120,0.5,0.2,"TC",25.3399355430255
105,0.35,0.2,"TC",21.9233927006334
90,0.2,0.2,"TC",23.7395314140379
120,0.2,0.2,"TC",19.6278199010572
90,0.5,0.2,"TC",22.6145672317921
120,0.5,0.2,"TC",22.7767994042391
105,0.35,0.2,"TC",30.4351061164336
90,0.2,0.2,"TC",22.5236149594506
120,0.2,0.2,"TC",18.1728154878359
90,0.5,0.2,"TC",14.237823752448
120,0.5,0.2,"TC",19.7726792555254
105,0.35,0.2,"TC",18.2786759921823
90,0.2,0.2,"TC",26.4121094597742
120,0.2,0.2,"TC",20.3053105579152
90,0.5,0.2,"TC",20.8110881242123
120,0.5,0.2,"TC",18.7405633227434
105,0.35,0.2,"TC",19.2746339895544
90,0.2,0.2,"TC",21.1950201463388
120,0.2,0.2,"TC",26.0154529622381
90,0.5,0.2,"TC",22.3682250929271
120,0.5,0.2,"TC",20.3736435503238
105,0.35,0.2,"TC",24.1055446541834
90,0.2,0.2,"TC",24.580968875489
120,0.2,0.2,"TC",25.840089719407
90,0.5,0.2,"TC",21.9286619926859
120,0.5,0.2,"TC",23.9573539639035
105,0.35,0.2,"TC",25.1070175498834
90,0.2,0.2,"TC",22.2217219604219
120,0.2,0.2,"TC",20.997974076142
90,0.5,0.2,"TC",16.4560036156587
120,0.5,0.2,"TC",20.8501643672674
105,0.35,0.2,"TC",19.9418067694084
90,0.2,0.2,"TC",21.2035996974899
120,0.2,0.2,"TC",19.225456619645
90,0.5,0.2,"TC",26.8188873587224
120,0.5,0.2,"TC",28.6024285202981
105,0.35,0.2,"TC",21.4281335701993
90,0.2,0.2,"TC",25.1030358707059
120,0.2,0.2,"TC",20.9835387357979
90,0.5,0.2,"TC",19.5369069265759
120,0.5,0.2,"TC",22.9525306471381
105,0.35,0.2,"TC",21.6806974704778
90,0.2,0.2,"TC",22.3227615962446
120,0.2,0.2,"TC",21.1752492931627
90,0.5,0.2,"TC",18.9561136001959
120,0.5,0.2,"TC",18.5808227174604
105,0.35,0.2,"TC",24.3327020588503
90,0.2,0.2,"TC",21.7486638342292
120,0.2,0.2,"TC",21.3677714313338
90,0.5,0.2,"TC",18.099901818113
120,0.5,0.2,"TC",20.0663934714352
105,0.35,0.2,"TC",19.7441263470064
90,0.2,0.2,"TC",28.4034462600422
120,0.2,0.2,"TC",24.702773241175
90,0.5,0.2,"TC",21.2029892953449
120,0.5,0.2,"TC",19.324576697087
105,0.35,0.2,"TC",19.8500832354709
90,0.2,0.2,"TC",23.1144160232774
120,0.2,0.2,"TC",23.964745838644
90,0.5,0.2,"TC",18.9273308220136
120,0.5,0.2,"TC",16.6615411996515
105,0.35,0.2,"TC",24.0574767448653
90,0.2,0.2,"TC",22.7791482205547
120,0.2,0.2,"TC",26.588072546856
90,0.5,0.2,"TC",20.5189395656866
120,0.5,0.2,"TC",14.9065227800227
105,0.35,0.2,"TC",26.9872915899707
90,0.2,0.2,"TC",20.4116280003605
120,0.2,0.2,"TC",17.7165100342266
90,0.5,0.2,"TC",20.7918015535187
120,0.5,0.2,"TC",16.2321133948527
105,0.35,0.2,"TC",17.7850398955139
90,0.2,0.2,"TC",19.9240391677562
120,0.2,0.2,"TC",23.5831088276516
90,0.5,0.2,"TC",22.4513464557315
120,0.5,0.2,"TC",24.3557061189931
105,0.35,0.2,"TC",20.0610628520941
90,0.2,0.2,"TC",21.9987468081727
120,0.2,0.2,"TC",24.5855440754054
90,0.5,0.2,"TC",23.3808074635455
120,0.5,0.2,"TC",22.7584308617869
105,0.35,0.2,"TC",24.2492726704609
90,0.2,0.2,"TC",27.297342448889
120,0.2,0.2,"TC",22.1471502254355
90,0.5,0.2,"TC",20.6131009952356
120,0.5,0.2,"TC",22.6867862018026
105,0.35,0.2,"TC",19.6858799221775
90,0.2,0.2,"TC",20.8461291063092
120,0.2,0.2,"TC",22.5567995583776
90,0.5,0.2,"TC",24.3369496672977
120,0.5,0.2,"TC",17.0297633471901
105,0.35,0.2,"TC",19.4939050343926
90,0.2,0.2,"TC",24.7828266920548
120,0.2,0.2,"TC",21.246601451888
90,0.5,0.2,"TC",20.2418871970474
120,0.5,0.2,"TC",26.5451153656119
105,0.35,0.2,"TC",23.5561822746534
90,0.2,0.2,"TC",21.4202947185926
120,0.2,0.2,"TC",25.1007544491703
90,0.5,0.2,"TC",20.9850789565612
120,0.5,0.2,"TC",23.6410112649673
105,0.35,0.2,"TC",20.4400702149857
90,0.2,0.2,"TC",25.2204009669367
120,0.2,0.2,"TC",19.8406076411825
90,0.5,0.2,"TC",18.0213186903745
120,0.5,0.2,"TC",21.1243400971462
105,0.35,0.2,"TC",26.1013004112884
90,0.2,0.2,"TC",21.4541572246718
120,0.2,0.2,"TC",21.229713221853
90,0.5,0.2,"TC",21.3494596197302
120,0.5,0.2,"TC",23.0825073143791
105,0.35,0.2,"TC",18.3106502117131
90,0.2,0.2,"TC",27.0176520108948
120,0.2,0.2,"TC",20.9832114985212
90,0.5,0.2,"TC",20.2396981677323
120,0.5,0.2,"TC",27.6470752805658
105,0.35,0.2,"TC",19.1412230379781
90,0.2,0.2,"TC",15.8074800765946
120,0.2,0.2,"TC",26.4239808770477
90,0.5,0.2,"TC",21.8271361211518
120,0.5,0.2,"TC",23.7795894917894
105,0.35,0.2,"TC",21.2217547108566
90,0.2,0.2,"TC",20.6427603786484
120,0.2,0.2,"TC",24.3631727678707
90,0.5,0.2,"TC",18.2577725896031
120,0.5,0.2,"TC",16.4343007976425
105,0.35,0.2,"TC",16.5737724932994
90,0.2,0.2,"TC",19.631075633997
120,0.2,0.2,"TC",22.1912868044834
90,0.5,0.2,"TC",19.2794267155191
120,0.5,0.2,"TC",22.5084416190806
105,0.35,0.2,"TC",26.4998130418803
90,0.2,0.2,"TC",22.2020440620692
120,0.2,0.2,"TC",24.7227864254121
90,0.5,0.2,"TC",19.1921947323502
120,0.5,0.2,"TC",19.3907068286715
105,0.35,0.2,"TC",19.0339802011718
90,0.2,0.2,"TC",26.3256202802561
120,0.2,0.2,"TC",21.3943860250841
90,0.5,0.2,"TC",18.0336652441032
120,0.5,0.2,"TC",21.6774554634655
105,0.35,0.2,"TC",15.5236900406286
90,0.2,0.2,"TC",25.6111755998813
120,0.2,0.2,"TC",21.0017434326007
90,0.5,0.2,"TC",22.4705190020895
120,0.5,0.2,"TC",19.1102724984247
105,0.35,0.2,"TC",26.429382906498
90,0.2,0.2,"TC",25.806703879151
120,0.2,0.2,"TC",26.7713986459535
90,0.5,0.2,"TC",19.1828065382588
120,0.5,0.2,"TC",26.4664737885979
105,0.35,0.2,"TC",21.7143981170827
90,0.2,0.2,"TC",24.5880632215506
120,0.2,0.2,"TC",22.8149857988785
90,0.5,0.2,"TC",16.2606898228655
120,0.5,0.2,"TC",23.8371750712623
105,0.35,0.2,"TC",21.5803975300038
90,0.2,0.2,"TC",19.1990129841023
120,0.2,0.2,"TC",26.4560984083895
90,0.5,0.2,"TC",19.8322559365425
120,0.5,0.2,"TC",17.5578316611504
105,0.35,0.2,"TC",22.4559142705413
90,0.2,0.2,"TC",21.1247637641954
120,0.2,0.2,"TC",28.5176096654564
90,0.5,0.2,"TC",28.199084335649
120,0.5,0.2,"TC",25.2816771315555
105,0.35,0.2,"TC",25.0256699087165
90,0.2,0.2,"TC",25.6914395562668
120,0.2,0.2,"TC",19.5676965291226
90,0.5,0.2,"TC",20.495655822342
120,0.5,0.2,"TC",17.6389058240056
105,0.35,0.2,"TC",21.9668663644493
90,0.2,0.2,"TC",25.5375475282711
120,0.2,0.2,"TC",21.9472153721185
90,0.5,0.2,"TC",18.9100461999409
120,0.5,0.2,"TC",20.2650570504631
105,0.35,0.2,"TC",24.3889803436952
90,0.2,0.2,"TC",23.5194844271752
120,0.2,0.2,"TC",27.8515248718607
90,0.5,0.2,"TC",18.4334802699146
120,0.5,0.2,"TC",23.4097250595458
105,0.35,0.2,"TC",20.0838349593938
90,0.2,0.2,"TC",25.3756026307376
120,0.2,0.2,"TC",17.9469333955199
90,0.5,0.2,"TC",23.8883812890841
120,0.5,0.2,"TC",26.8887559608357
105,0.35,0.2,"TC",16.8674071898287
90,0.2,0.2,"TC",22.9504269423791
120,0.2,0.2,"TC",19.2414182994838
90,0.5,0.2,"TC",23.0695913742655
120,0.5,0.2,"TC",19.777744349185
105,0.35,0.2,"TC",15.8616787999367
90,0.2,0.2,"TC",15.680715653323
120,0.2,0.2,"TC",20.9159897423629
90,0.5,0.2,"TC",30.2360664333017
120,0.5,0.2,"TC",19.791197459936
105,0.35,0.2,"TC",25.0191332408193
90,0.2,0.2,"TC",22.4154803560957
120,0.2,0.2,"TC",18.7627823553958
90,0.5,0.2,"TC",22.570921129085
120,0.5,0.2,"TC",14.9830422132965
105,0.35,0.2,"TC",24.9866161644463
90,0.2,0.2,"TC",20.1602136088378
120,0.2,0.2,"TC",24.5203382243672
90,0.5,0.2,"TC",21.0956988140813
120,0.5,0.2,"TC",19.3323746093709
105,0.35,0.2,"TC",23.2429364049042
90,0.2,0.2,"TC",25.1867297760886
120,0.2,0.2,"TC",19.9107867568676
90,0.5,0.2,"TC",17.3078745140519
120,0.5,0.2,"TC",26.4253085259271
105,0.35,0.2,"TC",23.0055183135718
90,0.2,0.2,"TC",22.8834779839115
120,0.2,0.2,"TC",24.8641921722442
90,0.5,0.2,"TC",21.1783241115827
120,0.5,0.2,"TC",19.2849446828179
105,0.35,0.2,"TC",20.1745433246244
90,0.2,0.2,"TC",20.125965335438
120,0.2,0.2,"TC",28.8384875698655
90,0.5,0.2,"TC",15.3175317494809
120,0.5,0.2,"TC",20.8037196610674
105,0.35,0.2,"TC",20.46200051364
90,0.2,0.2,"TC",20.2353868499495
120,0.2,0.2,"TC",20.6662294333613
90,0.5,0.2,"TC",23.1364132406989
120,0.5,0.2,"TC",22.1150628072828
105,0.35,0.2,"TC",21.227511467639
90,0.2,0.2,"TC",20.8691770683861
120,0.2,0.2,"TC",22.0076660030144
90,0.5,0.2,"TC",20.2406493816988
120,0.5,0.2,"TC",23.0389111871707
105,0.35,0.2,"TC",17.6967383713482
90,0.2,0.2,"TC",24.4301896094818
120,0.2,0.2,"TC",21.6639761103169
90,0.5,0.2,"TC",12.3650703590767
120,0.5,0.2,"TC",23.9320343088974
105,0.35,0.2,"TC",25.0416017863302
90,0.2,0.2,"TC",21.6578589406808
120,0.2,0.2,"TC",20.5798050037713
90,0.5,0.2,"TC",25.3783274646457
120,0.5,0.2,"TC",24.7419675284124
105,0.35,0.2,"TC",24.1100890762453
90,0.2,0.2,"TC",25.2541632526834
120,0.2,0.2,"TC",23.5093721852538
90,0.5,0.2,"TC",21.0277123987287
120,0.5,0.2,"TC",24.4857992794244
105,0.35,0.2,"TC",20.1453294015488
90,0.2,0.2,"TC",18.5879799363702
120,0.2,0.2,"TC",21.9182673720149
90,0.5,0.2,"TC",25.4347557857449
120,0.5,0.2,"TC",22.6866764552898
105,0.35,0.2,"TC",17.5781129787168
90,0.2,0.2,"TC",23.2313030331333
120,0.2,0.2,"TC",25.7893473414068
90,0.5,0.2,"TC",19.6936522182795
120,0.5,0.2,"TC",19.1901585951596
105,0.35,0.2,"TC",19.3160646722053
90,0.2,0.2,"TC",24.8252997173252
120,0.2,0.2,"TC",20.7296241476593
90,0.5,0.2,"TC",20.2998976892274
120,0.5,0.2,"TC",25.472802178012
105,0.35,0.2,"TC",21.0920394443218
90,0.2,0.2,"TC",21.0811918202894
120,0.2,0.2,"TC",19.7938596759909
90,0.5,0.2,"TC",23.3458996340601
120,0.5,0.2,"TC",19.9792542960639
105,0.35,0.2,"TC",21.8080658115244
90,0.2,0.2,"TC",16.330521929222
120,0.2,0.2,"TC",27.1318047610649
90,0.5,0.2,"TC",22.0608377720729
120,0.5,0.2,"TC",20.936297711458
105,0.35,0.2,"TC",23.7195211145495
90,0.2,0.2,"TC",23.2124187592665
120,0.2,0.2,"TC",23.0861469264895
90,0.5,0.2,"TC",18.1067048216443
120,0.5,0.2,"TC",28.5919539754263
105,0.35,0.2,"TC",24.8925130720562
90,0.2,0.2,"TC",20.7750958000375
120,0.2,0.2,"TC",24.5877515059499
90,0.5,0.2,"TC",18.3835247643135
120,0.5,0.2,"TC",23.7946767079069
105,0.35,0.2,"TC",27.0818093961822
90,0.2,0.2,"TC",18.4860386600353
120,0.2,0.2,"TC",23.3475501843352
90,0.5,0.2,"TC",23.1163185808474
120,0.5,0.2,"TC",22.5521221555956
105,0.35,0.2,"TC",24.4815623625725
90,0.2,0.2,"TC",18.1893190079977
120,0.2,0.2,"TC",19.2540977786569
90,0.5,0.2,"TC",17.9361805997797
120,0.5,0.2,"TC",26.8564392646344
105,0.35,0.2,"TC",15.4256742471559
90,0.2,0.2,"TC",25.3020630973654
120,0.2,0.2,"TC",20.2899103588306
90,0.5,0.2,"TC",23.2899714102459
120,0.5,0.2,"TC",18.0300144200691
105,0.35,0.2,"TC",23.1365757115354
90,0.2,0.2,"TC",19.5261507561843
120,0.2,0.2,"TC",26.9976257652199
90,0.5,0.2,"TC",16.2386508946518
120,0.5,0.2,"TC",23.0140324737592
105,0.35,0.2,"TC",22.621845687779
90,0.2,0.2,"TC",26.3336372265104
120,0.2,0.2,"TC",22.6876828767277
90,0.5,0.2,"TC",16.5796112459269
120,0.5,0.2,"TC",25.3234587707102
105,0.35,0.2,"TC",23.1266304773951
90,0.2,0.2,"TC",21.6910147910998
120,0.2,0.2,"TC",17.8146852486573
90,0.5,0.2,"TC",19.4388345940204
120,0.5,0.2,"TC",20.5090401804626
105,0.35,0.2,"TC",17.4340180738399
90,0.2,0.2,"TC",18.40363829299
120,0.2,0.2,"TC",28.3064720134131
90,0.5,0.2,"TC",16.0854160665879
120,0.5,0.2,"TC",24.5348835259958
105,0.35,0.2,"TC",19.830810226661
90,0.2,0.2,"TC",22.418235508986
120,0.2,0.2,"TC",20.858991823773
90,0.5,0.2,"TC",20.1783761176839
120,0.5,0.2,"TC",20.2465088251439
105,0.35,0.2,"TC",23.1586681092559
90,0.2,0.2,"TC",16.6426292970866
120,0.2,0.2,"TC",18.6667803227573
90,0.5,0.2,"TC",14.1075937899369
120,0.5,0.2,"TC",20.0366197745565
105,0.35,0.2,"TC",25.1620683309848
90,0.2,0.2,"TC",20.1298703551678
120,0.2,0.2,"TC",23.6468139702106
90,0.5,0.2,"TC",22.0436460348653
120,0.5,0.2,"TC",18.5601268912066
105,0.35,0.2,"TC",26.2440097144738
90,0.2,0.2,"TC",22.9276256087418
120,0.2,0.2,"TC",21.2131601931125
90,0.5,0.2,"TC",16.076515722014
120,0.5,0.2,"TC",18.0678942223865
105,0.35,0.2,"TC",18.8953192404432
90,0.2,0.2,"TC",20.044011088691
120,0.2,0.2,"TC",20.4365259962505
90,0.5,0.2,"TC",20.2614699556846
120,0.5,0.2,"TC",15.3355672682722
105,0.35,0.2,"TC",23.7912237604011
90,0.2,0.2,"TC",25.3441732667697
120,0.2,0.2,"TC",23.9455392568672
90,0.5,0.2,"TC",17.8263159222307
120,0.5,0.2,"TC",19.808809993335
105,0.35,0.2,"TC",26.0471538054965
90,0.2,0.2,"TC",19.0090791609016
120,0.2,0.2,"TC",21.1396231352117
90,0.5,0.2,"TC",26.1873246877714
120,0.5,0.2,"TC",15.6638884339775
105,0.35,0.2,"TC",20.3197672071224
90,0.2,0.2,"TC",27.638289197963
120,0.2,0.2,"TC",22.3892765289224
90,0.5,0.2,"TC",18.497428628281
120,0.5,0.2,"TC",23.6594575139856
105,0.35,0.2,"TC",21.0025957121506
90,0.2,0.2,"TC",20.896148846365
120,0.2,0.2,"TC",25.4761932500343
90,0.5,0.2,"TC",20.7511421882877
120,0.5,0.2,"TC",18.5404159060501
105,0.35,0.2,"TC",25.7179126740002
90,0.2,0.2,"TC",26.9047927213686
120,0.2,0.2,"TC",21.6874144698328
90,0.5,0.2,"TC",23.1386909784545
120,0.5,0.2,"TC",21.0779133461897
105,0.35,0.2,"TC",20.2363797740724
90,0.2,0.2,"TC",23.7744479527671
120,0.2,0.2,"TC",19.5860653997377
90,0.5,0.2,"TC",18.9885589137455
120,0.5,0.2,"TC",19.5003571504668
105,0.35,0.2,"TC",17.6911010781177
90,0.2,0.2,"TC",23.5563309527579
120,0.2,0.2,"TC",20.6815232737265
90,0.5,0.2,"TC",14.264433944483
120,0.5,0.2,"TC",21.1270259605241
105,0.35,0.2,"TC",22.0752345675267
90,0.2,0.2,"TC",24.2778738543561
120,0.2,0.2,"TC",18.2538594777302
90,0.5,0.2,"TC",22.8474305769258
120,0.5,0.2,"TC",23.082903661051
105,0.35,0.2,"TC",23.0918122491109
90,0.2,0.2,"TC",22.323966249636
120,0.2,0.2,"TC",20.5522707242404
90,0.5,0.2,"TC",21.1592176916193
120,0.5,0.2,"TC",24.1251456455766
105,0.35,0.2,"TC",26.1907789825673
90,0.2,0.2,"TC",24.3035768687108
120,0.2,0.2,"TC",19.171563457645
90,0.5,0.2,"TC",20.0559978849349
120,0.5,0.2,"TC",17.9699188295431
105,0.35,0.2,"TC",22.2642960925738
90,0.2,0.2,"TC",26.2078254757801
120,0.2,0.2,"TC",21.1958242724205
90,0.5,0.2,"TC",21.928553745219
120,0.5,0.2,"TC",19.3988618933821
105,0.35,0.2,"TC",19.1504605878369
90,0.2,0.2,"TC",16.8676272774549
120,0.2,0.2,"TC",25.4830514159831
90,0.5,0.2,"TC",22.3314819787423
120,0.5,0.2,"TC",24.6865556511612
105,0.35,0.2,"TC",18.5287200423805
90,0.2,0.2,"TC",19.3519125634583
120,0.2,0.2,"TC",28.462178246457
90,0.5,0.2,"TC",21.9897514097924
120,0.5,0.2,"TC",27.4287671858724
105,0.35,0.2,"TC",28.7801363194908
90,0.2,0.2,"TC",20.4862587193511
120,0.2,0.2,"TC",20.2049238090611
90,0.5,0.2,"TC",22.8618977601941
120,0.5,0.2,"TC",27.4368215010033
105,0.35,0.2,"TC",24.7328078089806
90,0.2,0.2,"TC",23.8341471899174
120,0.2,0.2,"TC",19.2161064491308
90,0.5,0.2,"TC",23.3863194252823
120,0.5,0.2,"TC",24.8249669910156
105,0.35,0.2,"TC",25.7163961355791
90,0.2,0.2,"TC",26.2934212497362
120,0.2,0.2,"TC",22.8694379367144
90,0.5,0.2,"TC",20.2773107372396
120,0.5,0.2,"TC",24.7572310975526
105,0.35,0.2,"TC",24.5525139035451
90,0.2,0.2,"TC",19.954550471338
120,0.2,0.2,"TC",15.5000021118746
90,0.5,0.2,"TC",22.0737459515901
120,0.5,0.2,"TC",23.9269074467624
105,0.35,0.2,"TC",18.298467479133
90,0.2,0.2,"TC",17.340146817288
120,0.2,0.2,"TC",23.4874803290877
90,0.5,0.2,"TC",22.778094060516
120,0.5,0.2,"TC",21.2767670093088
105,0.35,0.2,"TC",21.5594335227241
90,0.2,0.2,"TC",19.7262450976602
120,0.2,0.2,"TC",22.202486546445
90,0.5,0.2,"TC",22.0754338642025
120,0.5,0.2,"TC",19.3398025367877
105,0.35,0.2,"TC",20.6751124268984
90,0.2,0.2,"TC",21.1127310612238
120,0.2,0.2,"TC",22.7515476049201
90,0.5,0.2,"TC",23.3441251556352
120,0.5,0.2,"TC",23.8898554897315
105,0.35,0.2,"TC",22.0419730974925
90,0.2,0.2,"TC",24.7088777604055
120,0.2,0.2,"TC",20.3066986655736
90,0.5,0.2,"TC",18.155177635464
120,0.5,0.2,"TC",13.5877173743577
105,0.35,0.2,"TC",28.7122604442016
90,0.2,0.2,"TC",22.1849594443126
120,0.2,0.2,"TC",18.4188406202737
90,0.5,0.2,"TC",27.0733166292385
120,0.5,0.2,"TC",26.1557347026367
105,0.35,0.2,"TC",23.8569483721757
90,0.2,0.2,"TC",19.9840142448677
120,0.2,0.2,"TC",25.1317939734887
90,0.5,0.2,"TC",22.1914730205583
120,0.5,0.2,"TC",28.3652402386783
105,0.35,0.2,"TC",19.999757747945
90,0.2,0.2,"TC",25.7320945571505
120,0.2,0.2,"TC",24.7628505795237
90,0.5,0.2,"TC",22.4253123558702
120,0.5,0.2,"TC",22.1563381866314
105,0.35,0.2,"TC",19.3904886008727
90,0.2,0.2,"TC",26.2251136220721
120,0.2,0.2,"TC",20.3384480619638
90,0.5,0.2,"TC",22.422672730962
120,0.5,0.2,"TC",20.3900514491882
105,0.35,0.2,"TC",20.2297872993122
90,0.2,0.2,"TC",24.6098526519968
120,0.2,0.2,"TC",22.4371397249968
90,0.5,0.2,"TC",20.4617858776253
120,0.5,0.2,"TC",17.7430943786539
105,0.35,0.2,"TC",20.0875819562145
90,0.2,0.2,"TC",21.9638149016446
120,0.2,0.2,"TC",24.0614993870418
90,0.5,0.2,"TC",17.2246816157791
120,0.5,0.2,"TC",24.7495113348992
105,0.35,0.2,"TC",25.4118757709033
90,0.2,0.2,"TC",26.5777171937455
120,0.2,0.2,"TC",24.5103754270552
90,0.5,0.2,"TC",20.4448480254214
120,0.5,0.2,"TC",21.0800020198784
105,0.35,0.2,"TC",26.9004149427253
90,0.2,0.2,"TC",26.210107086306
120,0.2,0.2,"TC",15.4813926997791
90,0.5,0.2,"TC",16.1513348328673
120,0.5,0.2,"TC",21.0592352745377
105,0.35,0.2,"TC",24.4167405926549
90,0.2,0.2,"TC",18.8832354599518
120,0.2,0.2,"TC",23.0690366327193
90,0.5,0.2,"TC",17.8734172888225
120,0.5,0.2,"TC",17.8626980633383
105,0.35,0.2,"TC",21.0702124519033
90,0.2,0.2,"TC",23.3826360348444
120,0.2,0.2,"TC",22.937472161256
90,0.5,0.2,"TC",21.3769242252302
120,0.5,0.2,"TC",20.0754325175704
105,0.35,0.2,"TC",24.375894477787
90,0.2,0.2,"TC",20.7813268433914
120,0.2,0.2,"TC",21.120128741234
90,0.5,0.2,"TC",17.1147363581982
120,0.5,0.2,"TC",20.3985668621424
105,0.35,0.2,"TC",24.9744156133769
90,0.2,0.2,"TC",24.0674378705113
120,0.2,0.2,"TC",24.3438235732156
90,0.5,0.2,"TC",25.7589323877945
120,0.5,0.2,"TC",21.0812881331406
105,0.35,0.2,"TC",23.136318694457
90,0.2,0.2,"TC",22.1822909792311
120,0.2,0.2,"TC",22.2521868536316
90,0.5,0.2,"TC",20.7337315921358
120,0.5,0.2,"TC",24.3757803474865
105,0.35,0.2,"TC",25.5011505827842
90,0.2,0.2,"TC",25.395392757728
120,0.2,0.2,"TC",21.8224340964391
90,0.5,0.2,"TC",19.4433867456983
120,0.5,0.2,"TC",19.20582137866
105,0.35,0.2,"TC",20.4862805138734
90,0.2,0.2,"TC",26.7512875060067
120,0.2,0.2,"TC",22.8570164043395
90,0.5,0.2,"TC",17.0927151266605
120,0.5,0.2,"TC",27.9262924723328
105,0.35,0.2,"TC",20.3179306637597
90,0.2,0.2,"TC",23.5179261978534
120,0.2,0.2,"TC",22.2605643309017
90,0.5,0.2,"TC",22.4632155711687
120,0.5,0.2,"TC",25.3057440405425
105,0.35,0.2,"TC",19.1193991914832
90,0.2,0.2,"TC",14.9599959933824
