"Prev.Size","Prev.Length","Tile.Size","Top.Row","Browse.Time"
0.5146889,95,0.2,"TC",14.620451459675
0.5474572,105,0.2,"TC",21.0543334605777
0.5146889,95,0.2,"TC",18.7427717047775
0.5474572,105,0.2,"TC",17.5687161723771
0.5146889,95,0.2,"TC",13.7260243498056
0.5474572,105,0.2,"TC",18.3618418694644
0.5146889,95,0.2,"TC",21.7433558721921
0.5474572,105,0.2,"TC",15.7902740020969
0.5146889,95,0.2,"TC",19.0711598095646
0.5474572,105,0.2,"TC",13.3457363284785
0.5146889,95,0.2,"TC",17.4881289348934
0.5474572,105,0.2,"TC",19.2785135348258
0.5146889,95,0.2,"TC",14.2074184290688
0.5474572,105,0.2,"TC",18.7995274997188
0.5146889,95,0.2,"TC",17.3725330729884
0.5474572,105,0.2,"TC",19.7508962041449
0.5146889,95,0.2,"TC",18.8013344388327
0.5474572,105,0.2,"TC",14.9031075167718
0.5146889,95,0.2,"TC",16.8053876259634
0.5474572,105,0.2,"TC",17.6460858679192
0.5146889,95,0.2,"TC",8.95875329128788
0.5474572,105,0.2,"TC",15.8825515020959
0.5146889,95,0.2,"TC",11.2864711671032
0.5474572,105,0.2,"TC",18.6396408092322
0.5146889,95,0.2,"TC",19.9055875996694
0.5474572,105,0.2,"TC",18.5147448440006
0.5146889,95,0.2,"TC",15.5554720108862
0.5474572,105,0.2,"TC",15.8445567778848
0.5146889,95,0.2,"TC",15.1231772885323
0.5474572,105,0.2,"TC",19.8575340869862
0.5146889,95,0.2,"TC",21.3739051684537
0.5474572,105,0.2,"TC",23.7199098264074
0.5146889,95,0.2,"TC",20.3750865713648
0.5474572,105,0.2,"TC",20.6585678118477
0.5146889,95,0.2,"TC",18.085079645424
0.5474572,105,0.2,"TC",24.7378895620861
0.5146889,95,0.2,"TC",17.8897175925849
0.5474572,105,0.2,"TC",16.524859596454
0.5146889,95,0.2,"TC",11.3709914646043
0.5474572,105,0.2,"TC",12.3288544703116
0.5146889,95,0.2,"TC",17.1760401786005
0.5474572,105,0.2,"TC",13.0274950184848
0.5146889,95,0.2,"TC",14.8965354004737
0.5474572,105,0.2,"TC",15.0601217136504
0.5146889,95,0.2,"TC",17.3129722448577
0.5474572,105,0.2,"TC",21.650425610425
0.5146889,95,0.2,"TC",23.2450415338154
0.5474572,105,0.2,"TC",12.3712859682304
0.5146889,95,0.2,"TC",17.3434749252946
0.5474572,105,0.2,"TC",20.9607911730966
0.5146889,95,0.2,"TC",14.2746479479679
0.5474572,105,0.2,"TC",12.0592857220118
0.5146889,95,0.2,"TC",14.7536199667772
0.5474572,105,0.2,"TC",22.0682116907478
0.5146889,95,0.2,"TC",17.3949078414828
0.5474572,105,0.2,"TC",16.3302748231316
0.5146889,95,0.2,"TC",19.2942650144936
0.5474572,105,0.2,"TC",16.0844009453418
0.5146889,95,0.2,"TC",17.1957856541521
0.5474572,105,0.2,"TC",20.980248456293
0.5146889,95,0.2,"TC",13.3421909301743
0.5474572,105,0.2,"TC",14.5254761262239
0.5146889,95,0.2,"TC",10.9528667797971
0.5474572,105,0.2,"TC",12.4935185975242
0.5146889,95,0.2,"TC",20.2840331191902
0.5474572,105,0.2,"TC",17.8228952604321
0.5146889,95,0.2,"TC",13.8197114288443
0.5474572,105,0.2,"TC",19.7491276072225
0.5146889,95,0.2,"TC",15.8043270161845
0.5474572,105,0.2,"TC",18.055570992523
0.5146889,95,0.2,"TC",19.6336889035605
0.5474572,105,0.2,"TC",15.7537323994575
0.5146889,95,0.2,"TC",15.42247907206
0.5474572,105,0.2,"TC",15.7811198689776
0.5146889,95,0.2,"TC",21.0526710019848
0.5474572,105,0.2,"TC",18.8738208292843
0.5146889,95,0.2,"TC",18.6002240457036
0.5474572,105,0.2,"TC",21.1202332327262
0.5146889,95,0.2,"TC",14.1661195389743
0.5474572,105,0.2,"TC",13.8849389749461
0.5146889,95,0.2,"TC",15.2150955521572
0.5474572,105,0.2,"TC",18.8306296558077
0.5146889,95,0.2,"TC",17.5243485469352
0.5474572,105,0.2,"TC",16.803522817613
0.5146889,95,0.2,"TC",17.5324839691909
0.5474572,105,0.2,"TC",10.6680451878886
0.5146889,95,0.2,"TC",13.9225163404519
0.5474572,105,0.2,"TC",19.7071764156981
0.5146889,95,0.2,"TC",16.3363339871273
0.5474572,105,0.2,"TC",17.9599974883425
0.5146889,95,0.2,"TC",21.6030331268226
0.5474572,105,0.2,"TC",14.7539303929844
0.5146889,95,0.2,"TC",14.8440750951467
0.5474572,105,0.2,"TC",17.2314476210012
0.5146889,95,0.2,"TC",19.5300388723937
0.5474572,105,0.2,"TC",20.1583792601735
0.5146889,95,0.2,"TC",14.1883650330418
0.5474572,105,0.2,"TC",20.9076533311388
0.5146889,95,0.2,"TC",14.0928249310587
0.5474572,105,0.2,"TC",19.6437061875217
0.5146889,95,0.2,"TC",22.7346057832034
0.5474572,105,0.2,"TC",18.5925279828017
0.5146889,95,0.2,"TC",16.7004096811951
0.5474572,105,0.2,"TC",20.4251671690396
0.5146889,95,0.2,"TC",15.6945182703018
0.5474572,105,0.2,"TC",11.6031390792796
0.5146889,95,0.2,"TC",14.9375053620555
0.5474572,105,0.2,"TC",23.6410294247815
0.5146889,95,0.2,"TC",13.9847286950391
0.5474572,105,0.2,"TC",17.0016299887915
0.5146889,95,0.2,"TC",14.8845158036797
0.5474572,105,0.2,"TC",18.2170925081221
0.5146889,95,0.2,"TC",11.5410796196313
0.5474572,105,0.2,"TC",17.9061459027846
0.5146889,95,0.2,"TC",17.8486563211899
0.5474572,105,0.2,"TC",18.4478469759071
0.5146889,95,0.2,"TC",14.3060150032019
0.5474572,105,0.2,"TC",14.2791850977749
0.5146889,95,0.2,"TC",15.6815732448688
0.5474572,105,0.2,"TC",20.7368877404637
0.5146889,95,0.2,"TC",21.7402344532924
0.5474572,105,0.2,"TC",16.0578924155321
0.5146889,95,0.2,"TC",21.7468024756606
0.5474572,105,0.2,"TC",17.1724530409176
0.5146889,95,0.2,"TC",10.0065117123294
0.5474572,105,0.2,"TC",16.9064183310872
0.5146889,95,0.2,"TC",15.5822263637419
0.5474572,105,0.2,"TC",19.1096277075417
0.5146889,95,0.2,"TC",16.1293823029828
0.5474572,105,0.2,"TC",14.1568874032385
0.5146889,95,0.2,"TC",14.6989420749253
0.5474572,105,0.2,"TC",13.8194729283762
0.5146889,95,0.2,"TC",16.7784203776891
0.5474572,105,0.2,"TC",16.0914248802581
0.5146889,95,0.2,"TC",13.833482136899
0.5474572,105,0.2,"TC",20.5251892539237
0.5146889,95,0.2,"TC",17.4072725852827
0.5474572,105,0.2,"TC",16.639242387536
0.5146889,95,0.2,"TC",19.5619387159925
0.5474572,105,0.2,"TC",15.1883173530278
0.5146889,95,0.2,"TC",17.5572672851732
0.5474572,105,0.2,"TC",17.1044273361807
0.5146889,95,0.2,"TC",17.2593303455532
0.5474572,105,0.2,"TC",19.6816709288367
0.5146889,95,0.2,"TC",17.7677448527105
0.5474572,105,0.2,"TC",16.9383303656625
0.5146889,95,0.2,"TC",16.9214798213457
0.5474572,105,0.2,"TC",16.2141957566874
0.5146889,95,0.2,"TC",13.9762384163704
0.5474572,105,0.2,"TC",16.2735197198423
0.5146889,95,0.2,"TC",19.5270364898372
0.5474572,105,0.2,"TC",21.3502770115895
0.5146889,95,0.2,"TC",11.7276848137046
0.5474572,105,0.2,"TC",23.5707924684121
0.5146889,95,0.2,"TC",15.4591004933584
0.5474572,105,0.2,"TC",23.151329840842
0.5146889,95,0.2,"TC",17.768584842852
0.5474572,105,0.2,"TC",16.2234990541089
0.5146889,95,0.2,"TC",13.0258367049828
0.5474572,105,0.2,"TC",13.6034512967485
0.5146889,95,0.2,"TC",14.0042195432618
0.5474572,105,0.2,"TC",20.2848753880951
0.5146889,95,0.2,"TC",20.514311282948
0.5474572,105,0.2,"TC",12.1024977745184
0.5146889,95,0.2,"TC",19.8602530894668
0.5474572,105,0.2,"TC",17.8364724046999
0.5146889,95,0.2,"TC",14.2393713291612
0.5474572,105,0.2,"TC",19.8783557090165
0.5146889,95,0.2,"TC",7.41587321611769
0.5474572,105,0.2,"TC",18.3733350451252
0.5146889,95,0.2,"TC",16.1722470819224
0.5474572,105,0.2,"TC",19.6475468387929
0.5146889,95,0.2,"TC",20.255123377467
0.5474572,105,0.2,"TC",16.8854158955806
0.5146889,95,0.2,"TC",13.5238201443543
0.5474572,105,0.2,"TC",18.2733321917348
0.5146889,95,0.2,"TC",21.0637789782372
0.5474572,105,0.2,"TC",19.9495789650098
0.5146889,95,0.2,"TC",17.5039662570424
0.5474572,105,0.2,"TC",12.6121036137714
0.5146889,95,0.2,"TC",22.5448890933414
0.5474572,105,0.2,"TC",21.6559595735376
0.5146889,95,0.2,"TC",11.1117642552385
0.5474572,105,0.2,"TC",15.804638208974
0.5146889,95,0.2,"TC",18.9759699452439
0.5474572,105,0.2,"TC",18.3406800538092
0.5146889,95,0.2,"TC",13.6307562698061
0.5474572,105,0.2,"TC",17.7562314879113
0.5146889,95,0.2,"TC",21.6148670724538
0.5474572,105,0.2,"TC",12.4856540862334
0.5146889,95,0.2,"TC",18.175496659984
0.5474572,105,0.2,"TC",16.5725650169292
0.5146889,95,0.2,"TC",22.1138951584077
0.5474572,105,0.2,"TC",22.7291458379502
0.5146889,95,0.2,"TC",15.9944329269903
0.5474572,105,0.2,"TC",13.585206554124
0.5146889,95,0.2,"TC",20.2082324308235
0.5474572,105,0.2,"TC",20.4449689051071
0.5146889,95,0.2,"TC",12.4859020516437
0.5474572,105,0.2,"TC",18.8713110684433
0.5146889,95,0.2,"TC",14.8654240609363
0.5474572,105,0.2,"TC",20.1243748824957
0.5146889,95,0.2,"TC",14.5366587876655
0.5474572,105,0.2,"TC",15.9006366544869
0.5146889,95,0.2,"TC",16.2295358138632
0.5474572,105,0.2,"TC",13.9942126279793
0.5146889,95,0.2,"TC",20.1392367906434
0.5474572,105,0.2,"TC",16.9176805398285
0.5146889,95,0.2,"TC",12.1780693049899
0.5474572,105,0.2,"TC",12.757059230368
0.5146889,95,0.2,"TC",19.9131125714206
0.5474572,105,0.2,"TC",13.3191788322577
0.5146889,95,0.2,"TC",12.6138958492408
0.5474572,105,0.2,"TC",16.8432448006799
0.5146889,95,0.2,"TC",14.7217730518589
0.5474572,105,0.2,"TC",17.1325853875326
0.5146889,95,0.2,"TC",14.444224660256
0.5474572,105,0.2,"TC",9.5939098297191
0.5146889,95,0.2,"TC",16.3366275748695
0.5474572,105,0.2,"TC",12.4940648034201
0.5146889,95,0.2,"TC",13.6005466706025
0.5474572,105,0.2,"TC",19.2001072370763
0.5146889,95,0.2,"TC",19.3396205353859
0.5474572,105,0.2,"TC",16.6137999815458
0.5146889,95,0.2,"TC",15.5024364055726
0.5474572,105,0.2,"TC",18.320465394882
0.5146889,95,0.2,"TC",18.6646924870615
0.5474572,105,0.2,"TC",17.2196556478318
0.5146889,95,0.2,"TC",10.4695453965212
0.5474572,105,0.2,"TC",16.0639300987115
0.5146889,95,0.2,"TC",15.5158134250816
0.5474572,105,0.2,"TC",24.3790217737498
0.5146889,95,0.2,"TC",14.7653352779314
0.5474572,105,0.2,"TC",12.742778813294
0.5146889,95,0.2,"TC",10.9589953754026
0.5474572,105,0.2,"TC",15.3890769536314
0.5146889,95,0.2,"TC",15.7598460228225
0.5474572,105,0.2,"TC",12.6454006134881
0.5146889,95,0.2,"TC",14.0646406510758
0.5474572,105,0.2,"TC",18.133247002618
0.5146889,95,0.2,"TC",13.619493863789
0.5474572,105,0.2,"TC",15.699284082715
0.5146889,95,0.2,"TC",14.9071571823589
0.5474572,105,0.2,"TC",19.0595155670422
0.5146889,95,0.2,"TC",15.0837923453707
0.5474572,105,0.2,"TC",12.2873932266863
0.5146889,95,0.2,"TC",16.1775765779714
0.5474572,105,0.2,"TC",20.2292502850211
0.5146889,95,0.2,"TC",12.7876791425274
0.5474572,105,0.2,"TC",19.3933228948767
0.5146889,95,0.2,"TC",14.2735060499067
0.5474572,105,0.2,"TC",12.896665390605
0.5146889,95,0.2,"TC",17.9747253210594
0.5474572,105,0.2,"TC",11.8021721400525
0.5146889,95,0.2,"TC",19.4279986904994
0.5474572,105,0.2,"TC",12.8099035893689
0.5146889,95,0.2,"TC",17.9363409501483
0.5474572,105,0.2,"TC",18.4011619644408
0.5146889,95,0.2,"TC",16.7574461665901
0.5474572,105,0.2,"TC",14.3440082620311
0.5146889,95,0.2,"TC",14.2094131162185
0.5474572,105,0.2,"TC",16.817590368425
0.5146889,95,0.2,"TC",16.1416463794528
0.5474572,105,0.2,"TC",18.9188282633932
0.5146889,95,0.2,"TC",17.7584528058578
0.5474572,105,0.2,"TC",14.6739390186231
0.5146889,95,0.2,"TC",18.8916576117207
0.5474572,105,0.2,"TC",17.6772301419408
0.5146889,95,0.2,"TC",13.4723489529103
0.5474572,105,0.2,"TC",14.2704471176602
0.5146889,95,0.2,"TC",14.9248389086359
0.5474572,105,0.2,"TC",14.7308523479574
0.5146889,95,0.2,"TC",14.4723733340509
0.5474572,105,0.2,"TC",20.8432667672073
0.5146889,95,0.2,"TC",14.8042534892104
0.5474572,105,0.2,"TC",19.2664053699363
0.5146889,95,0.2,"TC",18.7575757024405
0.5474572,105,0.2,"TC",21.4413761647424
0.5146889,95,0.2,"TC",17.3811882011875
0.5474572,105,0.2,"TC",20.3203724792118
0.5146889,95,0.2,"TC",20.6491235663772
0.5474572,105,0.2,"TC",19.3908679278091
0.5146889,95,0.2,"TC",16.2678411921757
0.5474572,105,0.2,"TC",12.5526903487668
0.5146889,95,0.2,"TC",16.8006590549482
0.5474572,105,0.2,"TC",20.2917713619372
0.5146889,95,0.2,"TC",16.5962109883069
0.5474572,105,0.2,"TC",17.2274562685238
0.5146889,95,0.2,"TC",16.8772351853191
0.5474572,105,0.2,"TC",14.8820618548885
