"Tile.Size","Prev.Size","Prev.Length","Top.Row","Browse.Time"
0.1,0.3,30,"TC",16.6250323077018
0.3,0.3,30,"TC",12.5094550685032
0.1,0.5,30,"TC",21.3860062974808
0.3,0.5,30,"TC",20.9998805780513
0.1,0.3,90,"TC",23.4738302413752
0.3,0.3,90,"TC",23.1600520257064
0.1,0.5,90,"TC",14.5682530574947
0.3,0.5,90,"TC",15.2388397359561
0.1,0.3,30,"TC",21.1215756558472
0.3,0.3,30,"TC",23.5593981004795
0.1,0.5,30,"TC",17.7195254929833
0.3,0.5,30,"TC",19.8884422444383
0.1,0.3,90,"TC",25.6793471933118
0.3,0.3,90,"TC",17.168091050041
0.1,0.5,90,"TC",12.8988705054935
0.3,0.5,90,"TC",17.131953386716
0.1,0.3,30,"TC",19.0986438963784
0.3,0.3,30,"TC",19.2795955794406
0.1,0.5,30,"TC",21.3331112998562
0.3,0.5,30,"TC",18.1257514108424
0.1,0.3,90,"TC",20.8499135955461
0.3,0.3,90,"TC",20.4968296791449
0.1,0.5,90,"TC",15.0541350552696
0.3,0.5,90,"TC",14.5143873925195
0.1,0.3,30,"TC",25.383533904472
0.3,0.3,30,"TC",17.5081621495326
0.1,0.5,30,"TC",18.3080547369994
0.3,0.5,30,"TC",21.1451258505108
0.1,0.3,90,"TC",19.4598968272348
0.3,0.3,90,"TC",20.4760659054809
0.1,0.5,90,"TC",16.4619663149497
0.3,0.5,90,"TC",21.7576051232648
0.1,0.3,30,"TC",16.0690467655513
0.3,0.3,30,"TC",15.9680039006532
0.1,0.5,30,"TC",13.1766549556941
0.3,0.5,30,"TC",19.4183816943866
0.1,0.3,90,"TC",19.6989282619105
0.3,0.3,90,"TC",14.7385264464655
0.1,0.5,90,"TC",18.6896850544632
0.3,0.5,90,"TC",20.7828830363339
0.1,0.3,30,"TC",19.4101018462575
0.3,0.3,30,"TC",22.6903851035653
0.1,0.5,30,"TC",18.4016608428702
0.3,0.5,30,"TC",22.0909400631052
0.1,0.3,90,"TC",20.5312471588635
0.3,0.3,90,"TC",20.7174940089066
0.1,0.5,90,"TC",15.5627283416495
0.3,0.5,90,"TC",15.3455336680979
0.1,0.3,30,"TC",21.5713217589982
0.3,0.3,30,"TC",18.3120221135865
0.1,0.5,30,"TC",17.1724459433957
0.3,0.5,30,"TC",17.3307755122388
0.1,0.3,90,"TC",17.4715045216065
0.3,0.3,90,"TC",20.7527098345
0.1,0.5,90,"TC",17.1692275466756
0.3,0.5,90,"TC",18.3156702919376
0.1,0.3,30,"TC",24.718596777447
0.3,0.3,30,"TC",12.8005485479456
0.1,0.5,30,"TC",20.9792898836323
0.3,0.5,30,"TC",21.4569447610042
0.1,0.3,90,"TC",16.4239488820301
0.3,0.3,90,"TC",22.0569695635304
0.1,0.5,90,"TC",11.955474376917
0.3,0.5,90,"TC",19.4860750083789
0.1,0.3,30,"TC",27.3026860409456
0.3,0.3,30,"TC",16.0456410209482
0.1,0.5,30,"TC",17.3320649673231
0.3,0.5,30,"TC",18.3293380634012
0.1,0.3,90,"TC",23.0490951333141
0.3,0.3,90,"TC",18.7332740570129
0.1,0.5,90,"TC",17.518030972377
0.3,0.5,90,"TC",14.6568598249838
0.1,0.3,30,"TC",15.4419396570319
0.3,0.3,30,"TC",21.3925150649707
0.1,0.5,30,"TC",17.1724212009541
0.3,0.5,30,"TC",20.5256791266598
0.1,0.3,90,"TC",20.0604082148255
0.3,0.3,90,"TC",16.7166095335594
0.1,0.5,90,"TC",13.3422170828168
0.3,0.5,90,"TC",20.1087107828767
0.1,0.3,30,"TC",20.3374402728638
0.3,0.3,30,"TC",19.3167152618167
0.1,0.5,30,"TC",24.4751135303452
0.3,0.5,30,"TC",12.9845691211365
0.1,0.3,90,"TC",22.1742392819103
0.3,0.3,90,"TC",13.8882028789146
0.1,0.5,90,"TC",14.5044828847415
0.3,0.5,90,"TC",17.1470225587116
0.1,0.3,30,"TC",21.2012159926202
0.3,0.3,30,"TC",24.2696658808073
0.1,0.5,30,"TC",17.9432428599459
0.3,0.5,30,"TC",14.901467203659
0.1,0.3,90,"TC",20.3072713927973
0.3,0.3,90,"TC",21.9078810994582
0.1,0.5,90,"TC",20.8038564435547
0.3,0.5,90,"TC",18.8218901390886
0.1,0.3,30,"TC",25.6860988054243
0.3,0.3,30,"TC",21.0193997567042
0.1,0.5,30,"TC",22.8463168619378
0.3,0.5,30,"TC",17.7377849318545
0.1,0.3,90,"TC",17.1293292866835
0.3,0.3,90,"TC",20.7619480434507
0.1,0.5,90,"TC",13.031552916461
0.3,0.5,90,"TC",15.9797718123777
0.1,0.3,30,"TC",21.1510994240096
0.3,0.3,30,"TC",19.752822271671
0.1,0.5,30,"TC",19.6595275885962
0.3,0.5,30,"TC",20.0761710069896
0.1,0.3,90,"TC",17.2206773793732
0.3,0.3,90,"TC",19.9290824984583
0.1,0.5,90,"TC",14.0989619652257
0.3,0.5,90,"TC",18.31086546877
0.1,0.3,30,"TC",17.8134584817047
0.3,0.3,30,"TC",23.4746601063428
0.1,0.5,30,"TC",16.827029757768
0.3,0.5,30,"TC",21.0908535138257
0.1,0.3,90,"TC",17.5743120237425
0.3,0.3,90,"TC",19.9187801446439
0.1,0.5,90,"TC",19.0199227741003
0.3,0.5,90,"TC",21.2237416574415
0.1,0.3,30,"TC",15.3656408058819
0.3,0.3,30,"TC",13.5686977440334
0.1,0.5,30,"TC",19.5531126371816
0.3,0.5,30,"TC",17.2705701570636
0.1,0.3,90,"TC",13.3369468322145
0.3,0.3,90,"TC",24.2034638053324
0.1,0.5,90,"TC",18.4327180075815
0.3,0.5,90,"TC",15.3662568550388
0.1,0.3,30,"TC",18.0853265983611
0.3,0.3,30,"TC",15.1127415226339
0.1,0.5,30,"TC",17.5870631540484
0.3,0.5,30,"TC",19.0609879163626
0.1,0.3,90,"TC",22.0758231011069
0.3,0.3,90,"TC",19.299785105404
0.1,0.5,90,"TC",14.105890305226
0.3,0.5,90,"TC",19.650705849721
0.1,0.3,30,"TC",19.3743431983958
0.3,0.3,30,"TC",22.284049892057
0.1,0.5,30,"TC",19.0932758897527
0.3,0.5,30,"TC",23.3007938644457
0.1,0.3,90,"TC",25.0787768602423
0.3,0.3,90,"TC",22.357916670001
0.1,0.5,90,"TC",13.0766363687876
0.3,0.5,90,"TC",14.6030047464148
0.1,0.3,30,"TC",20.2105156708439
0.3,0.3,30,"TC",17.5017143354138
0.1,0.5,30,"TC",17.977038209852
0.3,0.5,30,"TC",21.6806545176892
0.1,0.3,90,"TC",11.1010666951172
0.3,0.3,90,"TC",20.8340775079917
0.1,0.5,90,"TC",23.4778739355509
0.3,0.5,90,"TC",15.3580015299968
0.1,0.3,30,"TC",23.0123907599326
0.3,0.3,30,"TC",19.6889771535764
0.1,0.5,30,"TC",22.402722579812
0.3,0.5,30,"TC",19.3974645939671
0.1,0.3,90,"TC",16.8743381281488
0.3,0.3,90,"TC",20.0578621540967
0.1,0.5,90,"TC",17.0421677141353
0.3,0.5,90,"TC",16.1234643110312
0.1,0.3,30,"TC",21.0766570299537
0.3,0.3,30,"TC",20.0207675009618
0.1,0.5,30,"TC",21.7828035710649
0.3,0.5,30,"TC",27.038833820618
0.1,0.3,90,"TC",22.5214046556216
0.3,0.3,90,"TC",20.0656090975996
0.1,0.5,90,"TC",18.250832670405
0.3,0.5,90,"TC",16.2794281635043
0.1,0.3,30,"TC",24.1351371502109
0.3,0.3,30,"TC",18.2454608167148
0.1,0.5,30,"TC",17.7508323942197
0.3,0.5,30,"TC",17.3524773228559
0.1,0.3,90,"TC",21.098644698286
0.3,0.3,90,"TC",20.7652738373455
0.1,0.5,90,"TC",16.7005746524746
0.3,0.5,90,"TC",19.1116878218313
0.1,0.3,30,"TC",18.1310179511715
0.3,0.3,30,"TC",19.3666913478069
0.1,0.5,30,"TC",21.2299692905146
0.3,0.5,30,"TC",25.1586285925783
0.1,0.3,90,"TC",20.9426232536155
0.3,0.3,90,"TC",15.6617884723214
0.1,0.5,90,"TC",19.8041119744614
0.3,0.5,90,"TC",15.6130984746992
0.1,0.3,30,"TC",16.2906623322585
0.3,0.3,30,"TC",23.0521217427398
0.1,0.5,30,"TC",22.7903906273736
0.3,0.5,30,"TC",20.9780663693069
0.1,0.3,90,"TC",25.3639778745099
0.3,0.3,90,"TC",22.9824796643381
0.1,0.5,90,"TC",14.6404849973266
0.3,0.5,90,"TC",11.787325292634
0.1,0.3,30,"TC",16.6499415525953
0.3,0.3,30,"TC",22.2841468512914
0.1,0.5,30,"TC",22.664648270452
0.3,0.5,30,"TC",15.6946899278672
0.1,0.3,90,"TC",12.509493111976
0.3,0.3,90,"TC",18.9791535089421
0.1,0.5,90,"TC",21.2198600317616
0.3,0.5,90,"TC",13.3070672868592
0.1,0.3,30,"TC",16.3465975890885
0.3,0.3,30,"TC",20.961654925206
0.1,0.5,30,"TC",18.3363709811708
0.3,0.5,30,"TC",17.8252189904727
0.1,0.3,90,"TC",14.4224207810483
0.3,0.3,90,"TC",19.353057105659
0.1,0.5,90,"TC",22.9545291836965
0.3,0.5,90,"TC",17.6846790192883
0.1,0.3,30,"TC",24.6201074822119
0.3,0.3,30,"TC",21.9701181095321
0.1,0.5,30,"TC",19.9262692179514
0.3,0.5,30,"TC",12.8598731697797
0.1,0.3,90,"TC",18.7512153837566
0.3,0.3,90,"TC",22.9198361960439
0.1,0.5,90,"TC",14.2599190815674
0.3,0.5,90,"TC",18.5694173954064
0.1,0.3,30,"TC",20.9400501624537
0.3,0.3,30,"TC",19.7655646033153
0.1,0.5,30,"TC",16.3983648517904
0.3,0.5,30,"TC",20.7376688394546
0.1,0.3,90,"TC",21.2845764622925
0.3,0.3,90,"TC",16.0611013709966
0.1,0.5,90,"TC",13.3744606453833
0.3,0.5,90,"TC",18.2919688577829
0.1,0.3,30,"TC",17.7979745785697
0.3,0.3,30,"TC",18.6091506929356
0.1,0.5,30,"TC",20.46764034706
0.3,0.5,30,"TC",13.7399309136939
0.1,0.3,90,"TC",14.6207860414287
0.3,0.3,90,"TC",21.5640513577185
0.1,0.5,90,"TC",15.3206858251964
0.3,0.5,90,"TC",15.3401971850486
0.1,0.3,30,"TC",15.5029098266747
0.3,0.3,30,"TC",21.5918038446704
0.1,0.5,30,"TC",13.8897466022182
0.3,0.5,30,"TC",20.3770565046263
0.1,0.3,90,"TC",22.4768185113929
0.3,0.3,90,"TC",21.5032465990689
0.1,0.5,90,"TC",14.2575852347845
0.3,0.5,90,"TC",21.0249565245203
0.1,0.3,30,"TC",15.1556777232501
0.3,0.3,30,"TC",19.399321329271
0.1,0.5,30,"TC",20.3116146883542
0.3,0.5,30,"TC",19.7045850782795
0.1,0.3,90,"TC",22.9617083161961
0.3,0.3,90,"TC",18.3044473461767
0.1,0.5,90,"TC",12.164873070871
0.3,0.5,90,"TC",14.2064307203655
0.1,0.3,30,"TC",17.7331697991732
0.3,0.3,30,"TC",17.5691248715489
0.1,0.5,30,"TC",21.5288348533743
0.3,0.5,30,"TC",22.5830244125402
0.1,0.3,90,"TC",19.2173509334672
0.3,0.3,90,"TC",26.3252167425505
0.1,0.5,90,"TC",13.2983294808816
0.3,0.5,90,"TC",19.0893131543116
0.1,0.3,30,"TC",23.7958792286683
0.3,0.3,30,"TC",21.4658003434294
0.1,0.5,30,"TC",20.1522904262448
0.3,0.5,30,"TC",22.1477827570622
0.1,0.3,90,"TC",20.6093318503909
0.3,0.3,90,"TC",19.0446291085566
0.1,0.5,90,"TC",16.9108066057417
0.3,0.5,90,"TC",20.1670548356464
0.1,0.3,30,"TC",19.7370676943577
0.3,0.3,30,"TC",21.1042044761833
0.1,0.5,30,"TC",14.3479162021981
0.3,0.5,30,"TC",20.9870681210454
0.1,0.3,90,"TC",22.5511275964699
0.3,0.3,90,"TC",18.7621403368117
0.1,0.5,90,"TC",14.64417558554
0.3,0.5,90,"TC",16.3819022536376
0.1,0.3,30,"TC",21.3874107778596
0.3,0.3,30,"TC",20.7509660154559
0.1,0.5,30,"TC",26.1538929659604
0.3,0.5,30,"TC",25.2069821914432
0.1,0.3,90,"TC",19.9705175343883
0.3,0.3,90,"TC",20.981866692604
0.1,0.5,90,"TC",20.6729161587458
0.3,0.5,90,"TC",9.77212632486217
0.1,0.3,30,"TC",19.9878222980722
0.3,0.3,30,"TC",22.5293586322284
0.1,0.5,30,"TC",17.390879603966
0.3,0.5,30,"TC",17.7079511066846
0.1,0.3,90,"TC",22.2700369962402
0.3,0.3,90,"TC",20.1929331051904
0.1,0.5,90,"TC",17.4988758681586
0.3,0.5,90,"TC",12.6501360608855
0.1,0.3,30,"TC",17.1424393678977
0.3,0.3,30,"TC",15.5783515809799
0.1,0.5,30,"TC",24.7016144742204
0.3,0.5,30,"TC",20.0282050519602
0.1,0.3,90,"TC",22.8761122742029
0.3,0.3,90,"TC",23.7551313335385
0.1,0.5,90,"TC",18.361739665608
0.3,0.5,90,"TC",18.3224570456088
0.1,0.3,30,"TC",17.6661524628665
0.3,0.3,30,"TC",20.9508473761887
0.1,0.5,30,"TC",16.8529807819238
0.3,0.5,30,"TC",17.5256391180655
0.1,0.3,90,"TC",22.4603635026475
0.3,0.3,90,"TC",21.3137911840384
0.1,0.5,90,"TC",17.2353014056463
0.3,0.5,90,"TC",16.8774840161811
0.1,0.3,30,"TC",14.7084345142164
0.3,0.3,30,"TC",19.055597638368
0.1,0.5,30,"TC",16.3569453126982
0.3,0.5,30,"TC",18.793755987256
0.1,0.3,90,"TC",21.9753801685702
0.3,0.3,90,"TC",17.096413017662
0.1,0.5,90,"TC",17.0143743342488
0.3,0.5,90,"TC",14.0205950852526
0.1,0.3,30,"TC",23.7257204802011
0.3,0.3,30,"TC",16.7305903572537
0.1,0.5,30,"TC",17.7965934773735
0.3,0.5,30,"TC",20.5211061694791
0.1,0.3,90,"TC",23.801313564168
0.3,0.3,90,"TC",15.3615460179937
0.1,0.5,90,"TC",15.9429747813336
0.3,0.5,90,"TC",13.8170917019482
0.1,0.3,30,"TC",19.9416064090498
0.3,0.3,30,"TC",14.7086065460955
0.1,0.5,30,"TC",24.62227662078
0.3,0.5,30,"TC",16.4539060500491
0.1,0.3,90,"TC",21.5684193278914
0.3,0.3,90,"TC",24.590999696676
0.1,0.5,90,"TC",20.1840671146184
0.3,0.5,90,"TC",14.9937134606172
0.1,0.3,30,"TC",19.5760561203542
0.3,0.3,30,"TC",18.949920572269
0.1,0.5,30,"TC",17.7089188516415
0.3,0.5,30,"TC",23.1886780080047
0.1,0.3,90,"TC",21.6489050045935
0.3,0.3,90,"TC",22.7532759062415
0.1,0.5,90,"TC",16.5854304219671
0.3,0.5,90,"TC",15.7008250541616
0.1,0.3,30,"TC",18.0724101029911
0.3,0.3,30,"TC",15.0764707264625
0.1,0.5,30,"TC",15.3583250380476
0.3,0.5,30,"TC",18.7466732506227
0.1,0.3,90,"TC",25.0428534534636
0.3,0.3,90,"TC",17.1315321506581
0.1,0.5,90,"TC",10.976150810653
0.3,0.5,90,"TC",23.6386149004297
0.1,0.3,30,"TC",14.3927485701211
0.3,0.3,30,"TC",22.8855143353456
0.1,0.5,30,"TC",23.8799866613434
0.3,0.5,30,"TC",21.3439800773587
0.1,0.3,90,"TC",25.5115556633047
0.3,0.3,90,"TC",18.4653832722129
0.1,0.5,90,"TC",17.9814416788832
0.3,0.5,90,"TC",19.1652405556398
0.1,0.3,30,"TC",17.0342978115541
0.3,0.3,30,"TC",23.9049836657814
0.1,0.5,30,"TC",14.0630096610144
0.3,0.5,30,"TC",23.0883437459684
0.1,0.3,90,"TC",20.1093410651423
0.3,0.3,90,"TC",16.4694111506518
0.1,0.5,90,"TC",17.7883266079393
0.3,0.5,90,"TC",12.790875179217
0.1,0.3,30,"TC",20.4190299611156
0.3,0.3,30,"TC",21.8960189127438
0.1,0.5,30,"TC",21.2280894188252
0.3,0.5,30,"TC",17.462873059348
0.1,0.3,90,"TC",21.0200001639793
0.3,0.3,90,"TC",19.0652110044059
0.1,0.5,90,"TC",12.0755510579411
0.3,0.5,90,"TC",17.0051478169228
0.1,0.3,30,"TC",21.4149880590126
0.3,0.3,30,"TC",18.4147743999286
0.1,0.5,30,"TC",19.5459781039628
0.3,0.5,30,"TC",22.2482043525828
0.1,0.3,90,"TC",17.086949448531
0.3,0.3,90,"TC",19.870000648677
0.1,0.5,90,"TC",16.4823773015541
0.3,0.5,90,"TC",17.8688771730027
0.1,0.3,30,"TC",15.9638054582283
0.3,0.3,30,"TC",20.2257980163639
0.1,0.5,30,"TC",19.4491395344013
0.3,0.5,30,"TC",29.7664048601907
0.1,0.3,90,"TC",18.3114406771065
0.3,0.3,90,"TC",19.7602736146009
0.1,0.5,90,"TC",17.0731177584914
0.3,0.5,90,"TC",15.5211483665118
0.1,0.3,30,"TC",20.0353543842662
0.3,0.3,30,"TC",17.378612643
0.1,0.5,30,"TC",18.7297455421626
0.3,0.5,30,"TC",19.4606310224678
0.1,0.3,90,"TC",18.3021476223121
0.3,0.3,90,"TC",15.4273404988801
0.1,0.5,90,"TC",13.0170018996518
0.3,0.5,90,"TC",18.4509870987357
0.1,0.3,30,"TC",23.2812181280593
0.3,0.3,30,"TC",17.9962476044992
0.1,0.5,30,"TC",16.560799469126
0.3,0.5,30,"TC",21.2616197741263
0.1,0.3,90,"TC",17.0126983769911
0.3,0.3,90,"TC",18.4382962111457
0.1,0.5,90,"TC",21.2320767100361
0.3,0.5,90,"TC",14.9374423009151
0.1,0.3,30,"TC",19.4512076316078
0.3,0.3,30,"TC",20.1769002243705
0.1,0.5,30,"TC",20.8966293000017
0.3,0.5,30,"TC",23.3667740212738
0.1,0.3,90,"TC",21.6673141565769
0.3,0.3,90,"TC",21.9986743934246
0.1,0.5,90,"TC",16.3876149702253
0.3,0.5,90,"TC",20.2782603930136
0.1,0.3,30,"TC",21.0508621044619
0.3,0.3,30,"TC",26.2779157413292
0.1,0.5,30,"TC",20.41864225822
0.3,0.5,30,"TC",20.5833781435359
0.1,0.3,90,"TC",17.0215798730315
0.3,0.3,90,"TC",20.4805595341989
0.1,0.5,90,"TC",17.2330045791759
0.3,0.5,90,"TC",19.8630823857248
0.1,0.3,30,"TC",25.6199550784682
0.3,0.3,30,"TC",18.2204091291226
0.1,0.5,30,"TC",21.7364474667774
0.3,0.5,30,"TC",19.704827276832
0.1,0.3,90,"TC",16.8505186595016
0.3,0.3,90,"TC",15.397986846414
0.1,0.5,90,"TC",18.4455632327827
0.3,0.5,90,"TC",13.658182388749
0.1,0.3,30,"TC",18.6775321709647
0.3,0.3,30,"TC",21.6763523055075
0.1,0.5,30,"TC",16.5996266458145
0.3,0.5,30,"TC",19.8444093076233
0.1,0.3,90,"TC",22.1866335629583
0.3,0.3,90,"TC",19.2014629925612
0.1,0.5,90,"TC",14.2932539394923
0.3,0.5,90,"TC",16.956769893272
0.1,0.3,30,"TC",15.6959217575672
0.3,0.3,30,"TC",15.4219899928419
0.1,0.5,30,"TC",21.2398592354317
0.3,0.5,30,"TC",23.8754971119951
0.1,0.3,90,"TC",16.4838107628756
0.3,0.3,90,"TC",20.574199516917
0.1,0.5,90,"TC",19.3952389801156
0.3,0.5,90,"TC",15.6589951603917
0.1,0.3,30,"TC",16.8895795493003
0.3,0.3,30,"TC",19.9520272845856
0.1,0.5,30,"TC",27.1306228149891
0.3,0.5,30,"TC",23.8200941933972
0.1,0.3,90,"TC",17.6075815605381
0.3,0.3,90,"TC",21.524962036139
0.1,0.5,90,"TC",12.9824982874577
0.3,0.5,90,"TC",18.603512687124
0.1,0.3,30,"TC",16.9288633863394
0.3,0.3,30,"TC",20.8094682520754
0.1,0.5,30,"TC",21.7041563813053
0.3,0.5,30,"TC",17.7040725499831
0.1,0.3,90,"TC",18.0095479441759
0.3,0.3,90,"TC",17.8946952516565
0.1,0.5,90,"TC",13.716352090443
0.3,0.5,90,"TC",14.2558385948369
0.1,0.3,30,"TC",19.4277916929967
0.3,0.3,30,"TC",22.1218224862277
0.1,0.5,30,"TC",19.1665654620701
0.3,0.5,30,"TC",20.4796440166851
0.1,0.3,90,"TC",26.7477931107343
0.3,0.3,90,"TC",18.3261809029855
0.1,0.5,90,"TC",14.8431974446614
0.3,0.5,90,"TC",11.661660018286
0.1,0.3,30,"TC",22.6583768916109
0.3,0.3,30,"TC",19.3990928454924
0.1,0.5,30,"TC",20.1131002818967
0.3,0.5,30,"TC",19.854860645771
0.1,0.3,90,"TC",18.280188210626
0.3,0.3,90,"TC",19.1677792875745
0.1,0.5,90,"TC",11.382610008547
0.3,0.5,90,"TC",25.0130805475827
0.1,0.3,30,"TC",16.3716394245951
0.3,0.3,30,"TC",20.9071916129163
0.1,0.5,30,"TC",21.2257897000053
0.3,0.5,30,"TC",22.578494703466
0.1,0.3,90,"TC",17.4719797467485
0.3,0.3,90,"TC",18.6501514527107
0.1,0.5,90,"TC",18.0867631658484
0.3,0.5,90,"TC",21.8497530668008
0.1,0.3,30,"TC",22.5271028189173
0.3,0.3,30,"TC",24.9658570100965
0.1,0.5,30,"TC",22.5207400524009
0.3,0.5,30,"TC",24.1500214082158
0.1,0.3,90,"TC",18.2269799071972
0.3,0.3,90,"TC",19.6016776543829
0.1,0.5,90,"TC",15.120943066789
0.3,0.5,90,"TC",9.30637421684652
0.1,0.3,30,"TC",20.0216303890806
0.3,0.3,30,"TC",21.3510446275152
0.1,0.5,30,"TC",15.3665046367602
0.3,0.5,30,"TC",20.8317680372992
0.1,0.3,90,"TC",19.7219298911406
0.3,0.3,90,"TC",19.0526725681682
0.1,0.5,90,"TC",11.9074913466642
0.3,0.5,90,"TC",17.6082228276994
0.1,0.3,30,"TC",24.1090896702399
0.3,0.3,30,"TC",16.3406657939168
0.1,0.5,30,"TC",18.5184315691276
0.3,0.5,30,"TC",18.3322504155097
0.1,0.3,90,"TC",21.1459233238476
0.3,0.3,90,"TC",22.3493719669307
0.1,0.5,90,"TC",16.6847095307551
0.3,0.5,90,"TC",17.8548433397848
0.1,0.3,30,"TC",22.276442284411
0.3,0.3,30,"TC",16.9524406940713
0.1,0.5,30,"TC",19.2278114763745
0.3,0.5,30,"TC",15.881620530743
0.1,0.3,90,"TC",21.3971952118908
0.3,0.3,90,"TC",17.4493607787906
0.1,0.5,90,"TC",15.6757928170206
0.3,0.5,90,"TC",21.4114832371472
0.1,0.3,30,"TC",28.1788470354364
0.3,0.3,30,"TC",22.5089471944979
0.1,0.5,30,"TC",26.3596644806205
0.3,0.5,30,"TC",21.7387905852285
0.1,0.3,90,"TC",17.9892102676227
0.3,0.3,90,"TC",26.0510889516277
0.1,0.5,90,"TC",12.9357053162522
0.3,0.5,90,"TC",19.2230245436346
0.1,0.3,30,"TC",25.4945848020692
0.3,0.3,30,"TC",21.2012863844859
0.1,0.5,30,"TC",18.1073436703104
0.3,0.5,30,"TC",19.6492958974943
0.1,0.3,90,"TC",13.0155376589343
0.3,0.3,90,"TC",18.7040984321192
0.1,0.5,90,"TC",20.0725937665791
0.3,0.5,90,"TC",17.9019526305876
0.1,0.3,30,"TC",19.1672215737504
0.3,0.3,30,"TC",23.3075003520637
0.1,0.5,30,"TC",19.7041190549395
0.3,0.5,30,"TC",22.6238488726312
0.1,0.3,90,"TC",23.7843737895241
0.3,0.3,90,"TC",18.32236219556
0.1,0.5,90,"TC",15.1103340551085
0.3,0.5,90,"TC",14.7468563899362
0.1,0.3,30,"TC",21.2170829487794
0.3,0.3,30,"TC",16.4753783193934
0.1,0.5,30,"TC",18.658294227536
0.3,0.5,30,"TC",20.0452084707062
0.1,0.3,90,"TC",23.4107682193932
0.3,0.3,90,"TC",18.5783681470111
0.1,0.5,90,"TC",14.8269671307343
0.3,0.5,90,"TC",17.5629504246812
0.1,0.3,30,"TC",23.8921375670972
0.3,0.3,30,"TC",22.6423521568527
0.1,0.5,30,"TC",23.2973709472025
0.3,0.5,30,"TC",14.3274897610164
0.1,0.3,90,"TC",25.2466533812784
0.3,0.3,90,"TC",16.4774827700157
0.1,0.5,90,"TC",18.8467547989313
0.3,0.5,90,"TC",21.4502819706824
0.1,0.3,30,"TC",17.4637559824839
0.3,0.3,30,"TC",21.1102157363577
0.1,0.5,30,"TC",16.9576656535037
0.3,0.5,30,"TC",21.8168182525062
0.1,0.3,90,"TC",15.355564312327
0.3,0.3,90,"TC",17.872402533666
0.1,0.5,90,"TC",22.982370986704
0.3,0.5,90,"TC",24.100582738342
0.1,0.3,30,"TC",20.1523180956729
0.3,0.3,30,"TC",20.1035635873187
0.1,0.5,30,"TC",23.0759452044457
0.3,0.5,30,"TC",21.3939445421409
0.1,0.3,90,"TC",18.3766902538827
0.3,0.3,90,"TC",17.6231317279129
0.1,0.5,90,"TC",15.9438176691704
0.3,0.5,90,"TC",16.8884964247794
0.1,0.3,30,"TC",17.312172250419
0.3,0.3,30,"TC",20.7986972530952
0.1,0.5,30,"TC",18.243180358281
0.3,0.5,30,"TC",15.579556045551
0.1,0.3,90,"TC",21.8701078071685
0.3,0.3,90,"TC",19.0464231009691
0.1,0.5,90,"TC",14.1517311048248
0.3,0.5,90,"TC",14.5793278823959
0.1,0.3,30,"TC",22.2726779271265
0.3,0.3,30,"TC",14.3299600247512
0.1,0.5,30,"TC",18.5125098164764
0.3,0.5,30,"TC",24.3545743813906
0.1,0.3,90,"TC",16.0112583257853
0.3,0.3,90,"TC",17.9044474068851
0.1,0.5,90,"TC",19.4522707725365
0.3,0.5,90,"TC",18.2630657013617
0.1,0.3,30,"TC",14.8634146340761
0.3,0.3,30,"TC",25.3429934838102
0.1,0.5,30,"TC",16.1726514221463
0.3,0.5,30,"TC",14.4305830605448
