"Prev.Size","Prev.Length","Tile.Size","Top.Row","Browse.Time"
0.4,60,0.2,"TC",16.4805411811641
0.4,60,0.2,"TC",18.4146333412816
0.4,60,0.2,"TC",15.7604878115376
0.4,60,0.2,"TC",19.084799037118
0.4,60,0.2,"TC",19.7824683174816
0.4,60,0.2,"TC",20.1915078980867
0.4,60,0.2,"TC",17.9732247930759
0.4,60,0.2,"TC",18.8841260635718
0.4,60,0.2,"TC",18.1430185147233
0.4,60,0.2,"TC",20.4807069323572
0.4,60,0.2,"TC",17.0832882684286
0.4,60,0.2,"TC",19.8383265058061
0.4,60,0.2,"TC",21.2809443220733
0.4,60,0.2,"TC",21.676289631788
0.4,60,0.2,"TC",13.153270711299
0.4,60,0.2,"TC",15.1178017144645
0.4,60,0.2,"TC",19.1976523340782
0.4,60,0.2,"TC",21.8623033874035
0.4,60,0.2,"TC",21.6729353942433
0.4,60,0.2,"TC",17.9252415824277
0.4,60,0.2,"TC",16.6498930317386
0.4,60,0.2,"TC",16.0785196030921
0.4,60,0.2,"TC",18.6466966586949
0.4,60,0.2,"TC",18.1980416074489
0.4,60,0.2,"TC",21.6133044786306
0.4,60,0.2,"TC",17.5825637931662
0.4,60,0.2,"TC",20.8743931984914
0.4,60,0.2,"TC",24.6873040329356
0.4,60,0.2,"TC",15.4313796617497
0.4,60,0.2,"TC",23.6986746758671
0.4,60,0.2,"TC",15.3563931215585
0.4,60,0.2,"TC",17.1255843012502
0.4,60,0.2,"TC",16.5448862608801
0.4,60,0.2,"TC",18.604788710545
0.4,60,0.2,"TC",19.2207354607652
0.4,60,0.2,"TC",24.8639093133525
0.4,60,0.2,"TC",17.0264436496535
0.4,60,0.2,"TC",19.6300714715698
0.4,60,0.2,"TC",17.2667192240818
0.4,60,0.2,"TC",17.4892413876621
0.4,60,0.2,"TC",20.8240842459323
0.4,60,0.2,"TC",19.3821070508715
0.4,60,0.2,"TC",18.399550513111
0.4,60,0.2,"TC",16.7180047282349
0.4,60,0.2,"TC",13.3144164931197
0.4,60,0.2,"TC",16.978956409583
0.4,60,0.2,"TC",21.4226026541812
0.4,60,0.2,"TC",17.8848978269242
0.4,60,0.2,"TC",16.2391079394256
0.4,60,0.2,"TC",28.5976344055568
0.4,60,0.2,"TC",18.883963231762
0.4,60,0.2,"TC",19.5841832725103
0.4,60,0.2,"TC",18.214716799629
0.4,60,0.2,"TC",24.2054258298687
0.4,60,0.2,"TC",23.9992099717689
0.4,60,0.2,"TC",17.9575781498044
0.4,60,0.2,"TC",26.7611520377974
0.4,60,0.2,"TC",22.3028947372373
0.4,60,0.2,"TC",20.4391408182858
0.4,60,0.2,"TC",19.1022008151901
0.4,60,0.2,"TC",18.0383645370133
0.4,60,0.2,"TC",16.5790962846814
0.4,60,0.2,"TC",20.2398808585952
0.4,60,0.2,"TC",20.9271941703909
0.4,60,0.2,"TC",19.9829176819572
0.4,60,0.2,"TC",21.5707636811666
0.4,60,0.2,"TC",18.7543520238956
0.4,60,0.2,"TC",16.3558822922356
0.4,60,0.2,"TC",20.333611136953
0.4,60,0.2,"TC",23.2858213413361
0.4,60,0.2,"TC",20.2270228878243
0.4,60,0.2,"TC",17.641400454808
0.4,60,0.2,"TC",28.5440667730448
0.4,60,0.2,"TC",15.7550597181393
0.4,60,0.2,"TC",15.2925784813866
0.4,60,0.2,"TC",19.4231056974506
0.4,60,0.2,"TC",24.8394618603218
0.4,60,0.2,"TC",21.9710880130805
0.4,60,0.2,"TC",24.6839668629793
0.4,60,0.2,"TC",19.2750354019206
0.4,60,0.2,"TC",19.4116920641906
0.4,60,0.2,"TC",15.4168555610084
0.4,60,0.2,"TC",23.3817074262011
0.4,60,0.2,"TC",19.172151072415
0.4,60,0.2,"TC",22.622087837549
0.4,60,0.2,"TC",23.4877805795106
0.4,60,0.2,"TC",20.7937117352907
0.4,60,0.2,"TC",14.8174830936543
0.4,60,0.2,"TC",20.1887862248888
0.4,60,0.2,"TC",11.2709721222604
0.4,60,0.2,"TC",18.8795015686137
0.4,60,0.2,"TC",19.9437953111756
0.4,60,0.2,"TC",24.5038521079014
0.4,60,0.2,"TC",23.0052488115972
0.4,60,0.2,"TC",19.7590503160525
0.4,60,0.2,"TC",23.0747107073871
0.4,60,0.2,"TC",16.1374233831183
0.4,60,0.2,"TC",16.6470205066797
0.4,60,0.2,"TC",18.5867404561249
0.4,60,0.2,"TC",21.4533330975062
0.4,60,0.2,"TC",17.5244182215667
0.4,60,0.2,"TC",20.2476663645595
0.4,60,0.2,"TC",13.3416493844406
0.4,60,0.2,"TC",17.8819467391714
0.4,60,0.2,"TC",19.7419595683522
0.4,60,0.2,"TC",21.1675161240576
0.4,60,0.2,"TC",24.9199231284609
0.4,60,0.2,"TC",16.1458698799683
0.4,60,0.2,"TC",16.6947385882407
0.4,60,0.2,"TC",21.1308031817502
0.4,60,0.2,"TC",17.4518834807647
0.4,60,0.2,"TC",16.9358713262798
0.4,60,0.2,"TC",18.252324928663
0.4,60,0.2,"TC",20.4403314315819
0.4,60,0.2,"TC",21.8895209567504
0.4,60,0.2,"TC",23.5566251290159
0.4,60,0.2,"TC",17.7101805071085
0.4,60,0.2,"TC",17.8098750039177
0.4,60,0.2,"TC",17.9370863249733
0.4,60,0.2,"TC",22.0138752999945
0.4,60,0.2,"TC",19.3117247738913
0.4,60,0.2,"TC",20.5661833628004
0.4,60,0.2,"TC",18.6074154579153
0.4,60,0.2,"TC",17.7197449249712
0.4,60,0.2,"TC",18.4267884017657
0.4,60,0.2,"TC",19.5489810185244
0.4,60,0.2,"TC",21.2326749900268
0.4,60,0.2,"TC",18.650030373329
0.4,60,0.2,"TC",24.7521841393698
0.4,60,0.2,"TC",18.215664738565
0.4,60,0.2,"TC",18.6755525614301
0.4,60,0.2,"TC",18.9484562802698
0.4,60,0.2,"TC",19.316358743998
0.4,60,0.2,"TC",24.813923653437
0.4,60,0.2,"TC",24.5821383990507
0.4,60,0.2,"TC",26.4746402268387
0.4,60,0.2,"TC",20.2963535791759
0.4,60,0.2,"TC",20.5664348560351
0.4,60,0.2,"TC",20.5825395159028
0.4,60,0.2,"TC",18.6530479339851
0.4,60,0.2,"TC",19.2944584678084
0.4,60,0.2,"TC",14.9952273511264
0.4,60,0.2,"TC",20.0139804302703
0.4,60,0.2,"TC",23.0089155487506
0.4,60,0.2,"TC",15.8704513132601
0.4,60,0.2,"TC",27.7578973320419
0.4,60,0.2,"TC",21.9670679982219
0.4,60,0.2,"TC",19.9131703561462
0.4,60,0.2,"TC",23.0340835050719
0.4,60,0.2,"TC",19.4214624065526
0.4,60,0.2,"TC",16.3075572727177
0.4,60,0.2,"TC",19.6346819529419
0.4,60,0.2,"TC",22.1132438397496
0.4,60,0.2,"TC",21.7623281271444
0.4,60,0.2,"TC",25.7299315909114
0.4,60,0.2,"TC",16.2931761553571
0.4,60,0.2,"TC",18.2925041131287
0.4,60,0.2,"TC",19.7042706596646
0.4,60,0.2,"TC",24.348053543427
0.4,60,0.2,"TC",18.1591559404107
0.4,60,0.2,"TC",19.2136297524809
0.4,60,0.2,"TC",19.5259237090268
0.4,60,0.2,"TC",19.4230861755313
0.4,60,0.2,"TC",22.551888754221
0.4,60,0.2,"TC",23.2976781362743
0.4,60,0.2,"TC",25.81457683422
0.4,60,0.2,"TC",19.1274115073399
0.4,60,0.2,"TC",21.3013104112251
0.4,60,0.2,"TC",21.4369553211676
0.4,60,0.2,"TC",21.434586122332
0.4,60,0.2,"TC",18.0430498886243
0.4,60,0.2,"TC",21.2484217231457
0.4,60,0.2,"TC",24.174531919748
0.4,60,0.2,"TC",24.0892091035988
0.4,60,0.2,"TC",17.6196540610428
0.4,60,0.2,"TC",14.2821464184976
0.4,60,0.2,"TC",17.7682125931635
0.4,60,0.2,"TC",19.1666973248911
0.4,60,0.2,"TC",13.3142826650342
0.4,60,0.2,"TC",25.2549183768032
0.4,60,0.2,"TC",14.9494354239115
0.4,60,0.2,"TC",15.4486417887524
0.4,60,0.2,"TC",17.4093796496927
0.4,60,0.2,"TC",19.6482881813218
0.4,60,0.2,"TC",19.0881946050978
0.4,60,0.2,"TC",20.3001170134535
0.4,60,0.2,"TC",23.1576959405408
0.4,60,0.2,"TC",18.7609805865856
0.4,60,0.2,"TC",20.479177417424
0.4,60,0.2,"TC",19.7128548107088
0.4,60,0.2,"TC",21.3887905807787
0.4,60,0.2,"TC",21.8481180197417
0.4,60,0.2,"TC",23.1626782140082
0.4,60,0.2,"TC",21.2787710549668
0.4,60,0.2,"TC",19.3361019003339
0.4,60,0.2,"TC",23.4280680176517
0.4,60,0.2,"TC",22.4819197585513
0.4,60,0.2,"TC",27.9517491436483
0.4,60,0.2,"TC",22.1797442083623
0.4,60,0.2,"TC",22.262224458491
