"Y","ColourCode","ProdType"
48.7487070929449,"Yes","Vape"
54.3071902953836,"Yes","Vape"
53.4213200211427,"Yes","Vape"
64.0303931530906,"Yes","Vape"
48.6496811968442,"Yes","Vape"
33.0923550971265,"Yes","Vape"
27.4310522667294,"Yes","Vape"
35.6897166412309,"Yes","Vape"
51.2031725962049,"Yes","Vape"
38.0115894081613,"Yes","Vape"
53.1074828289485,"Yes","Vape"
52.652613102249,"Yes","Vape"
55.4768408783604,"Yes","Vape"
64.5443887800285,"Yes","Vape"
66.0445093632058,"Yes","Vape"
49.4877410219932,"Yes","Vape"
36.9773427073463,"Yes","Vape"
60.9477607659297,"Yes","Vape"
39.8906703736126,"Yes","Vape"
40.9716120980299,"Yes","Vape"
56.3097585861159,"Yes","Vape"
39.956852975214,"Yes","Vape"
56.837516397267,"Yes","Vape"
40.2078285793721,"Yes","Vape"
31.2043567263447,"Yes","Vape"
77.3119280931837,"Yes","Vape"
69.4901225588947,"Yes","Vape"
62.3966847765953,"Yes","Vape"
66.9120962272692,"Yes","Vape"
71.077232429583,"Yes","Vape"
39.6547934588435,"Yes","Vape"
15.2121505010557,"Yes","Vape"
85.648166715377,"Yes","Vape"
46.9049480440637,"Yes","Vape"
46.1878939576353,"Yes","Vape"
74.8387444247311,"Yes","Vape"
49.1366477242463,"Yes","Vape"
65.3520687939321,"Yes","Vape"
39.2029955497284,"Yes","Vape"
26.4619196804465,"Yes","Vape"
45.4776899810582,"Yes","Vape"
49.1166786713964,"Yes","Vape"
34.6834625957949,"Yes","Vape"
53.6963958112972,"Yes","Vape"
53.7575975039548,"Yes","Vape"
44.5641642886591,"Yes","Vape"
74.6281892424758,"Yes","Vape"
71.6553704766536,"Yes","Vape"
31.3517637026362,"Yes","Vape"
53.8347907702541,"Yes","Vape"
72.3317300258696,"Yes","Vape"
49.9592303726694,"Yes","Vape"
43.0300858401562,"Yes","Vape"
91.2733329396159,"Yes","Vape"
55.2805330694779,"Yes","Vape"
31.1249555579523,"Yes","Vape"
19.9648067706268,"Yes","Vape"
35.8730089319361,"Yes","Vape"
39.585263896753,"Yes","Vape"
39.4852376105546,"Yes","Vape"
54.3309413464268,"Yes","Vape"
40.5601201617657,"Yes","Vape"
42.3380971035145,"Yes","Vape"
23.8621240357992,"Yes","Vape"
91.892488513444,"Yes","Vape"
50.6309847862448,"Yes","Vape"
55.6887007880979,"No","Vape"
49.348975527633,"No","Vape"
37.8603240561858,"No","Vape"
55.1528889851237,"No","Vape"
60.374874565319,"No","Vape"
74.4639041742165,"No","Vape"
30.1485567527103,"No","Vape"
32.1250200747091,"No","Vape"
42.2350944151284,"No","Vape"
63.855065563768,"No","Vape"
54.9423019012151,"No","Vape"
51.6820979772234,"No","Vape"
45.4851788864986,"No","Vape"
40.484403754918,"No","Vape"
61.5275938710516,"No","Vape"
33.5880597524325,"No","Vape"
52.1652425939023,"No","Vape"
35.5430405676031,"No","Vape"
36.5345708993299,"No","Vape"
62.4962533597706,"No","Vape"
46.9257285058202,"No","Vape"
80.9034115978138,"No","Vape"
87.4797886096937,"No","Vape"
44.4050283706722,"No","Vape"
50.8987746248563,"No","Vape"
47.4185898082134,"No","Vape"
32.007770522993,"No","Vape"
52.1729313058567,"No","Vape"
75.0153713358412,"No","Vape"
40.664767636766,"No","Vape"
42.5950221801721,"No","Vape"
63.2401901341435,"No","Vape"
66.9471794535888,"No","Vape"
38.3094845110282,"No","Vape"
42.4979490403675,"No","Vape"
83.7140272557348,"No","Vape"
51.0959448684319,"No","Vape"
21.2341260387982,"No","Vape"
75.7216025162382,"No","Vape"
22.0263080662628,"No","Vape"
67.6592875039513,"No","Vape"
23.7795243969047,"No","Vape"
28.8097286066237,"No","Vape"
91.4368392329446,"No","Vape"
40.9399039685596,"No","Vape"
46.3440083389257,"No","Vape"
68.3992658111671,"No","Vape"
47.1859671105095,"No","Vape"
20.6622644721331,"No","Vape"
34.0692823866131,"No","Vape"
66.423197924851,"No","Vape"
70.1388480353562,"No","Vape"
19.9419192105315,"No","Vape"
44.9045382777072,"No","Vape"
72.1377573480058,"No","Vape"
51.7839277089086,"No","Vape"
47.3635880415084,"No","Vape"
66.4793807917696,"No","Vape"
41.2356911609585,"No","Vape"
29.0195686640247,"No","Vape"
51.3837212202988,"No","Vape"
50.858243652737,"No","Vape"
58.7924701289834,"No","Vape"
82.0452098703936,"No","Vape"
60.4701152343508,"No","Vape"
42.9377068616597,"No","Vape"
35.878335937318,"No","Vape"
49.3167821811815,"No","Vape"
59.4981821798617,"No","Vape"
40.7174123632006,"No","Vape"
44.9546013255303,"No","Vape"
46.8228937058188,"No","Vape"
55.5116591760826,"No","Vape"
60.4429582214622,"No","Vape"
30.5153218873731,"No","Vape"
57.1851155189841,"No","Vape"
38.7042213232756,"No","Vape"
47.8030134374847,"No","Vape"
54.2473709896522,"No","Vape"
47.1995258574699,"No","Vape"
64.8113951339918,"No","Vape"
28.3927185060312,"No","Vape"
41.1004099077623,"No","Vape"
71.0364106656352,"No","Vape"
66.5997085252628,"No","Vape"
68.8726915971282,"No","Vape"
38.9848612409399,"No","Vape"
43.4845215766269,"No","Vape"
37.7291777514426,"No","Vape"
62.5818454211267,"No","Vape"
35.6952640591955,"No","Vape"
62.497304724578,"No","Vape"
41.6307996983316,"No","Vape"
39.746139644302,"No","Vape"
53.1172595414489,"No","Vape"
86.1629558916264,"No","Vape"
38.1992630318186,"No","Vape"
59.1887292131042,"No","Vape"
56.1725256638455,"No","Vape"
65.0628397111991,"No","Vape"
61.4043014304951,"No","Vape"
38.5943151139457,"No","Vape"
33.3164087748189,"No","Vape"
47.837990457832,"No","Vape"
67.5953576948434,"No","Vape"
62.7368032736609,"No","Vape"
55.7986501492001,"No","Vape"
51.4530532207594,"No","Vape"
69.0104923345295,"No","Vape"
30.9025729129707,"No","Vape"
66.1470581765459,"No","Vape"
53.2472904587254,"No","Vape"
66.3293282634532,"No","Vape"
76.7686761174345,"No","Vape"
64.7159139476013,"No","Vape"
36.1303251058619,"No","Vape"
56.6247795648845,"No","Vape"
48.8333008777517,"No","Vape"
32.5226311375458,"No","Vape"
58.9178231823577,"No","Vape"
56.8372164588684,"No","Vape"
50.5810964397949,"No","Vape"
46.3563201719976,"No","Vape"
43.5335626651907,"No","Vape"
41.7697772519936,"No","Vape"
28.1306656381513,"No","Vape"
67.1742406903831,"No","Vape"
62.6811847689603,"No","Vape"
52.4879812270077,"No","Vape"
42.654836999716,"No","Vape"
57.5696660854817,"No","Vape"
27.0659367098872,"No","Vape"
75.127857451477,"No","Vape"
45.9397647856212,"No","Vape"
46.9893357520886,"No","Vape"
57.2844121303566,"No","Vape"
77.3747787203724,"No","Vape"
42.9309385612601,"No","Vape"
20.1664631219634,"No","Vape"
57.4738747310668,"No","Vape"
53.3509241640164,"No","Vape"
58.9152101437446,"No","Vape"
69.6804351622408,"No","Vape"
59.955723447546,"No","Vape"
17.9788713846509,"No","Vape"
41.8286681330563,"No","Vape"
51.7719558493376,"No","Vape"
61.3310419769632,"No","Vape"
33.0477387424762,"No","Vape"
60.0147010451488,"No","Vape"
55.5335037699003,"No","Vape"
66.5130281007089,"No","Vape"
69.9318833878651,"No","Vape"
50.598960683347,"No","Vape"
50.8924863045972,"No","Vape"
67.9565388776205,"No","Vape"
37.1434752908112,"No","Vape"
74.5414230307319,"No","Vape"
68.8037462635355,"No","Vape"
64.3515547423222,"No","Vape"
56.2957516496396,"No","Vape"
45.8194550601089,"No","Vape"
40.8278403000907,"No","Vape"
57.7186313430106,"No","Vape"
58.7141721168781,"No","Vape"
34.415618976084,"No","Vape"
20.4799857284276,"No","Vape"
43.7988490679257,"No","Vape"
40.6288846442412,"No","Vape"
55.9035854555778,"No","Vape"
44.9422004854956,"No","Vape"
40.3099471607843,"No","Vape"
53.6595687085831,"No","Vape"
48.0495218577637,"No","Vape"
33.4068051611487,"No","Vape"
72.1189817607403,"No","Vape"
51.2638430881493,"No","Vape"
50.5886330065,"No","Vape"
62.4303110267643,"No","Vape"
38.2672383373642,"No","Vape"
43.5452960084959,"No","Vape"
52.8367190216264,"No","Vape"
63.6925813972848,"No","Vape"
52.6419541042817,"No","Vape"
43.2758681296639,"No","Vape"
47.314864987738,"No","Vape"
49.2916085440543,"No","Vape"
43.7521806371727,"No","Vape"
43.2327804960719,"No","Vape"
66.4210987679037,"No","Vape"
39.2495811714165,"No","Vape"
45.7491015543998,"No","Vape"
64.4791573715605,"No","Vape"
25.8616502179212,"No","Vape"
34.8182145201629,"No","Vape"
30.1749766801861,"No","Vape"
31.5087883255022,"No","Vape"
18.2556838571205,"No","Vape"
32.9616617923213,"No","Vape"
57.9856523567285,"No","Vape"
55.1618502233899,"No","Vape"
55.8623728025638,"No","Vape"
19.12081241715,"No","Vape"
50.3862192933208,"No","Vape"
22.734932693106,"No","Vape"
36.9720440191061,"No","Vape"
41.1142306571975,"No","Vape"
55.9771660874155,"No","Vape"
50.3689157479579,"No","Vape"
49.928945786506,"No","Vape"
39.9228530011528,"No","Vape"
62.7403977167187,"No","Vape"
38.2423039291473,"No","Vape"
54.7725658561373,"No","Vape"
41.3494361505683,"No","Vape"
54.3711629609734,"No","Vape"
42.0043690599093,"No","Vape"
78.4480555382304,"No","Vape"
72.3906754476489,"No","Vape"
65.2363258942475,"No","Vape"
48.0026257157415,"No","Vape"
52.7911743495126,"No","Vape"
59.3033313936297,"No","Vape"
48.291062184527,"No","Vape"
61.8022092934825,"No","Vape"
63.3623884195491,"No","Vape"
63.7523408072961,"No","Vape"
35.4341883545466,"No","Vape"
47.5451671526424,"No","Vape"
72.6582764208187,"No","Vape"
28.2042012668851,"No","Vape"
51.4471829473528,"No","Vape"
55.6205089218171,"No","Vape"
80.9524478342542,"No","Vape"
33.2299970529785,"No","Vape"
16.1319415553578,"No","Vape"
70.16029937529,"No","Vape"
60.2427421058451,"No","Vape"
21.0629957249751,"No","Vape"
22.5162987805069,"No","Vape"
33.7788454442077,"No","Vape"
45.80841022464,"No","Vape"
46.5264488912922,"No","Vape"
29.7541239858335,"No","Vape"
54.9548117587101,"No","Vape"
71.8227541567587,"No","Vape"
50.8765224176235,"No","Vape"
37.2904444906539,"No","Vape"
52.1350838045899,"No","Vape"
43.4442915917101,"No","Vape"
63.0422419949,"No","Vape"
30.2468555216326,"No","Vape"
59.883773026994,"No","Vape"
36.708578255594,"No","Vape"
48.6799673719732,"No","Vape"
56.7141876584255,"No","Vape"
30.5692819765413,"No","Vape"
37.1490720189524,"No","Vape"
33.8075059879103,"No","Vape"
64.5776423826278,"No","Vape"
84.2418287846238,"No","Vape"
48.8030383434646,"No","Vape"
42.498879117942,"No","Vape"
62.2209728883595,"No","Vape"
47.7291230977025,"No","Vape"
40.6339920515159,"No","Vape"
69.3761985898713,"No","Vape"
61.5081331789283,"No","Vape"
74.1217971026893,"No","Vape"
50.7688826977172,"No","Vape"
38.4296893917445,"No","Vape"
68.7054065721011,"No","Vape"
52.1253037654886,"No","Vape"
46.2931144334952,"No","Vape"
45.0026167376396,"No","Vape"
39.2521397635032,"No","Vape"
39.1774305635418,"No","Vape"
31.8075585195622,"No","Vape"
57.1125570605335,"No","Vape"
41.7823044344907,"No","Vape"
69.6742223337174,"No","Vape"
56.7835122262127,"No","Vape"
74.7133185460799,"No","Vape"
40.9550415261784,"No","Vape"
58.773467349766,"No","Vape"
55.616195177923,"No","Vape"
64.5240960267314,"No","Vape"
56.401076033474,"No","Vape"
48.0374466545203,"No","Vape"
44.2489677293633,"No","Vape"
58.0400130662275,"No","Vape"
73.0580787704777,"No","Vape"
56.0026223955659,"No","Vape"
49.682650099116,"No","Vape"
45.0506191644571,"No","Vape"
29.7115719529945,"No","Vape"
55.429368270376,"No","Vape"
50.2467405173792,"No","Vape"
31.6175185240762,"No","Vape"
76.1869667220389,"No","Vape"
55.5335554209368,"No","Vape"
27.2527968917096,"No","Vape"
32.6927173741172,"No","Vape"
44.2512717755275,"No","Vape"
67.9518436447629,"No","Vape"
67.9508127803366,"No","Vape"
54.4853680282091,"No","Vape"
26.5279150442449,"No","Vape"
34.4532454966836,"No","Vape"
80.7610480685819,"No","Vape"
40.7065592523298,"No","Vape"
70.3460571060564,"No","Vape"
40.4781232511772,"No","Vape"
41.982542044818,"No","Vape"
38.098447233879,"No","Vape"
45.5121349281394,"No","Vape"
